"","x"
"t50",0.242556103569117
"t36",0.153272966906724
"t38",0.259588478940229
"t40",0.806643340792455
"t30",0.68398007640414
"t31",0.806386651617456
"t45",0.504387352733756
"t4",0.49154842808709
"t21",0.476957581111276
"t10",0.627444444972956
"t37",0.7218895289903
"t22",0.688118854232033
"t25",0.595523377478625
"t8",0.516540739402109
"t43",0.509092195471981
"t24",0.66726754660035
"t47",0.258339846966825
"t2",0.0970513199802202
"t46",0.174561930883406
"t13",0.164415623412799
"t15",-0.0039349365981467
"t34",0.710251001293417
"t27",0.66424421492317
"t14",0.791999500205371
"t39",-0.0498103320324357
"t11",-0.0120778041199521
"t35",-0.111400208252313
"t29",-0.0266980455555224
"t6",-0.094719422892291
"t1",0.294563375901571
"t49",0.352820493825894
"t48",0.329061516384456
"t18",0.13385158962975
"t32",0.105213020415226
"t16",-0.0431360639909375
"t5",0.053210102132731
"t26",0.0875391878374313
"t9",0.295870429581139
"t3",0.399236814073583
"t33",0.328025845437097
"t7",0.403323596468756
"t44",-0.666947171718233
"t41",0.262238623725089
"t42",0.182879942436645
"t19",0.0268786176591644
"t23",0.0468383877633973
"t20",0.237854846679045
"t12",-0.0162553217896577
"t17",0.119411996896273
"t28",0.0625329335934559
