"height","water","soil"
6.48577777587334,5.70187648432329,"A"
6.17460023730969,2.17566987243481,"A"
8.89973062207062,3.78007181198336,"B"
11.8063515185949,3.65592492488213,"C"
8.1436474953768,5.74539085314609,"C"
8.43891946480716,1.20791609119624,"A"
8.31667413745937,10.6799129792489,"A"
8.40559151743755,1.2889572721906,"A"
9.79667291790131,8.93816105555743,"C"
13.112681061187,6.0330522255972,"C"
8.87764152983848,4.91983274533413,"A"
7.91526360527146,2.83977768593468,"B"
10.4640804281844,8.55843312921934,"A"
11.6980716004917,8.9127168271225,"C"
3.58754117745862,8.96413821983151,"A"
13.6124365173122,4.98946639196947,"C"
17.3693318947059,8.3148243164178,"C"
7.5853027900564,3.43849601410329,"A"
6.21199602060026,1.99058028380387,"B"
14.1050176690327,10.3019487799611,"C"
10.4716035825013,9.65235940623097,"C"
13.3858480499992,5.67607515398413,"C"
5.47618320917553,1.31080514099449,"A"
9.5479768694098,1.2119182550814,"B"
8.28017682180399,3.67959632282145,"C"
9.27687857484318,8.739203017205,"A"
9.46324181822439,7.43131090304814,"A"
12.0722388753487,6.35165510186926,"C"
12.4364753833863,7.5583491884172,"B"
9.70068486179564,4.27894983929582,"C"
9.21672337772018,1.60771186207421,"B"
6.13309814552951,10.2475206209347,"A"
14.8146941652935,10.4224594237749,"C"
14.7497743366577,4.10581157449633,"C"
14.8566364008477,9.87473800242878,"C"
11.0147968025538,6.72061254968867,"A"
17.0385085768144,6.77371110697277,"C"
9.34479983192268,2.9776653314475,"A"
11.1740240021656,8.68436737102456,"A"
4.03587514958574,2.7172257178463,"B"
12.0081750839042,4.50796152814291,"C"
11.6175132208905,7.59290738776326,"B"
3.70261666512763,3.34276677807793,"A"
10.3539225730833,3.1810746784322,"C"
8.87794121674294,2.16726402682252,"B"
9.31513725839778,9.45411753794178,"C"
11.6254271273977,3.29526865459047,"A"
11.0550966539968,2.81177433789708,"B"
8.62851086644251,6.75721649476327,"A"
15.7968956165432,6.74873375473544,"C"
12.1260341840997,6.98747912817635,"A"
6.86171282503489,4.87272003572434,"A"
9.62293060858413,5.13763713766821,"C"
9.22371373295068,6.12794508831576,"A"
5.59127851006429,2.83683572616428,"B"
11.1182316185899,2.35102064558305,"C"
10.9286012149648,8.6661865634378,"A"
13.704155182471,8.04476831341162,"C"
12.0519897359517,6.10029449337162,"B"
11.6736519986809,6.59626289061271,"B"
14.4971009890548,9.02000196906738,"C"
10.6865962559265,6.76523095369339,"A"
6.66117949013621,6.78821547119878,"A"
10.8886086488706,8.93632916221395,"A"
12.0617431031925,3.43320244690403,"B"
10.4456301864027,10.2451305405702,"B"
8.79671137326433,4.55141330440529,"A"
12.6356951212773,1.5935155574698,"C"
7.72960784829423,3.97521140053868,"B"
12.9125694309844,7.19087900780141,"B"
9.41299909865784,5.77657424216159,"A"
12.6685899717514,6.17889149184339,"B"
1.9689091466358,1.76087054074742,"A"
14.9440719895803,9.14448216906749,"B"
15.0768781806559,2.97378853778355,"C"
11.5299595202274,8.91652942309156,"C"
12.6246485800909,9.8602134026587,"B"
9.22669717225496,3.63997620623559,"A"
11.8101141998966,6.02337853866629,"A"
11.9344498913199,4.46396933379583,"B"
13.5047417267718,3.28371032769792,"B"
8.4914684790462,10.3249525446445,"A"
7.42188040460553,2.58265459467657,"A"
15.5173271337289,10.9746468660887,"C"
11.9207566395189,2.06534784752876,"C"
11.8438992365276,7.60472508217208,"B"
8.71814190766735,1.58649032516405,"B"
14.069221479914,9.79916915367357,"C"
13.8705621566166,8.78834479767829,"C"
10.0381182264444,8.33562607015483,"B"
6.53787865136011,4.80327999452129,"A"
15.5886618513911,5.53479758882895,"C"
8.41714700853367,10.240187226329,"C"
11.9697365464885,10.2138245909009,"A"
17.4610316598085,7.51485395221971,"C"
10.5755824710578,10.9830095276702,"B"
15.0174540683222,7.75357408844866,"C"
10.2266200300071,2.75098915048875,"C"
15.7023338942821,9.27612835774198,"B"
8.18231037100674,1.54659436945803,"A"
