"cross","mean","SE","sex","environ","sire","dam"
"p1",0.0489790067113434,0.00868088406517473,"U",1,1,1
"p2",0.177374289580026,0.0287914089680442,"U",1,2,2
"f1",0.0143347328543795,0.00802481400716308,"U",1,2,1
"rf1",0.0327968118758608,0.00678070801488867,"U",1,1,2
"f2a",0.156074766767781,0.0380788775874466,"U",1,3,3
"rf2b",0.0523706185755014,0.0101200109019665,"U",1,3,4
"f2b",0.101679132981292,0.0183547532073289,"U",1,4,3
"bc1a",0.0481398033934009,0.00597932742311901,"U",1,3,1
"bc1b",0.0690665992077021,0.0129038410182645,"U",1,4,1
"rbc1a",0.0898233973913199,0.016167268879405,"U",1,1,3
"rbc1b",0.147696735312154,0.0682810847139882,"U",1,1,4
"rbc2a",0.157171260112437,0.0296027448390643,"U",1,3,2
"rbc2b",0.118202610364998,0.0161595825406274,"U",1,4,2
"bc2a",0.0955471581515991,0.02089934857427,"U",1,2,3
"bc2b",0.136283203696418,0.0254196925514036,"U",1,2,4
