"cross","mean","SE","sex","environ","sire","dam"
"p1",0.00518997258127693,0.00359814826966306,"U",1,1,1
"p2",0.177960128660605,0.08058875787513,"U",1,2,2
"f1",0.120910905428805,0.0291163416834711,"U",1,2,1
"rf1",0.0261252636252636,0.0116848187773174,"U",1,1,2
"f2a",0.0422335600907029,0.0199200735043244,"U",1,3,3
"rf2b",0.00462962962962963,0.00462962962962963,"U",1,3,4
"f2b",0.0223390107922868,0.00877827446480645,"U",1,4,3
"bc1a",0.105349452383245,0.0229056129979863,"U",1,3,1
"bc1b",0.0681562493239004,0.0509149822947528,"U",1,4,1
"rbc1a",0.07940867003367,0.0195132405320208,"U",1,1,3
"rbc1b",0.0369945819101085,0.01829671621588,"U",1,1,4
"rbc2a",0.150030565445285,0.0598555030705125,"U",1,3,2
"rbc2b",0.00831117021276596,0.00611669432741502,"U",1,4,2
"bc2a",0.043132310765183,0.0220875642304854,"U",1,2,3
"bc2b",0,1e-05,"U",1,2,4
