"cross","mean","SE","sex","environ","sire","dam"
"p1",0.0157190749863164,0.0060223781718599,"U",1,1,1
"p2",0.177960128660605,0.08058875787513,"U",1,2,2
"f1",0.00958282856521604,0.0049942323116706,"U",1,2,1
"rf1",0.133592028708717,0.0376877731553234,"U",1,1,2
"f2a",0.0204800986050986,0.012180748176696,"U",1,3,3
"rf2b",0.0799005625837024,0.015370140351198,"U",1,3,4
"f2b",0.0799507259997821,0.016351736500829,"U",1,4,3
"bc1a",0.047395959160665,0.0105185785778065,"U",1,3,1
"bc1b",0.0432490887779187,0.0126755231103028,"U",1,4,1
"rbc1a",0.0480380616804882,0.0192298834008951,"U",1,1,3
"rbc1b",0.0241065040873639,0.0118409861886618,"U",1,1,4
"rbc2a",0.0373020137546285,0.00955158094869295,"U",1,3,2
"rbc2b",0.188963920663911,0.0382941146949192,"U",1,4,2
"bc2a",0.0929142390252577,0.00971544023463945,"U",1,2,3
"bc2b",0.0521687462863933,0.0194236836905615,"U",1,2,4
