"cross","mean","SE","sex","environ","sire","dam"
"p1",0.147255037280613,0.0674926820019223,"U",1,1,1
"p2",0,1e-05,"U",1,2,2
"f1",0.203872543195514,0.0303995973986678,"U",1,2,1
"rf1",0.59920418503209,0.0495539597570118,"U",1,1,2
"f2a",0.533046902971715,0.085929602098519,"U",1,3,3
"rf2b",0.348254206700601,0.0382591238340538,"U",1,3,4
"f2b",0.590646300402398,0.0791820357722279,"U",1,4,3
"bc1a",0.552019755685082,0.10391028789278,"U",1,3,1
"bc1b",0.494270663625502,0.0343062826598036,"U",1,4,1
"rbc1a",0.479892521271832,0.0538538370709249,"U",1,1,3
"rbc1b",0.485517771701982,0.0672122246424322,"U",1,1,4
"rbc2a",0.690257400798529,0.0566785687294922,"U",1,3,2
"rbc2b",0.474354741701097,0.0466161516176957,"U",1,4,2
"bc2a",0.638214376262856,0.0525319495971665,"U",1,2,3
"bc2b",0.466354468775776,0.0659347378726743,"U",1,2,4
