"gene","treated","expression"
1,0,9.3078867236721
1,0,5.03171928240272
1,0,4.51762083093542
1,0,4.35698534771405
1,0,6.10677239406436
1,0,5.7406394026453
1,0,5.32620128097425
1,0,4.05735873120253
1,0,8.79197118234294
1,0,6.134297453158
1,0,6.91272768626822
1,0,7.77551016296941
1,1,6.30800318209754
1,1,7.88310799219436
1,1,8.23250147746789
1,1,8.46246337920832
1,1,7.82151237372047
1,1,7.90595050376421
1,1,6.64316497290663
1,1,7.71275172795606
1,1,8.29637733424383
1,1,6.48290063194049
1,1,7.73795732230492
1,1,6.84583937587972
2,0,7.84496004241623
2,0,4.96867629993886
2,0,3.33990831153301
2,0,5.31989244416319
2,0,6.11760922690045
2,0,7.48087413968237
2,0,7.25066489805049
2,0,8.44729898649266
2,0,4.69280059318296
2,0,3.98144931969707
2,0,6.62117555077317
2,0,4.58512540487638
2,1,8.62280396075342
2,1,8.07703417560334
2,1,7.04777512663114
2,1,8.78466648841842
2,1,8.32362510307562
2,1,6.9009516360016
2,1,8.45416459001138
2,1,7.00149566992056
2,1,7.40334759388574
2,1,8.6703460869781
2,1,6.79266095259174
2,1,6.41282025776341
3,0,5.92072960736106
3,0,6.20332760190143
3,0,5.21967283050418
3,0,6.82575707026419
3,0,7.71341870463267
3,0,6.80215138162762
3,0,6.72266472787451
3,0,5.53512804933374
3,0,6.0900519233248
3,0,6.62781510410045
3,0,6.77522839400962
3,0,6.74822145806228
3,1,7.24941258395136
3,1,7.100234891661
3,1,5.84747773195551
3,1,6.69760235976503
3,1,7.08689722948202
3,1,7.62897762486781
3,1,6.82747575224958
3,1,7.84743707972357
3,1,8.41031804176597
3,1,7.93408199208489
3,1,5.7976002868948
3,1,8.90080419275204
4,0,6.70370533743149
4,0,6.59493097108329
4,0,7.97456031444914
4,0,4.6882235500349
4,0,6.63174218087014
4,0,5.97713517191415
4,0,6.1018697765408
4,0,5.31040437169915
4,0,5.12948803093034
4,0,4.71900909530129
4,0,6.10099027233331
4,0,5.7831493806647
4,1,7.6638035656626
4,1,7.64504402525021
4,1,5.96866298384396
4,1,8.13840829077129
4,1,8.62560429613439
4,1,8.08497930355818
4,1,5.84304415647397
4,1,8.13186785518236
4,1,7.27506231556714
4,1,7.22176524057195
4,1,8.3353032645042
4,1,8.00472872666889
5,0,4.67373340749806
5,0,5.34096126193711
5,0,5.63449054258276
5,0,4.57307191142077
5,0,5.50200885712211
5,0,7.19122957767336
5,0,5.92844345729834
5,0,6.3852514864843
5,0,6.93015107507164
5,0,5.7802686295422
5,0,5.9882268121504
5,0,6.50842060843301
5,1,6.26162914346183
5,1,6.29471377953592
5,1,6.24072425125128
5,1,6.95153550803537
5,1,6.24482001423462
5,1,6.52480481485231
5,1,6.79248416211512
5,1,7.81960932784781
5,1,7.66479456333627
5,1,8.18899478106214
5,1,5.74870238920787
5,1,6.2141380605628
6,0,5.00719477188849
6,0,7.44649771346761
6,0,6.36170883139684
6,0,5.39686533914677
6,0,4.88312908810981
6,0,6.87610857157673
6,0,4.82710984044399
6,0,5.91102710463392
6,0,5.45402591667754
6,0,6.72403159800098
6,0,6.67782247764696
6,0,7.08718706235603
6,1,8.77345781770462
6,1,5.97221149982692
6,1,6.00968848018218
6,1,6.5372462321192
6,1,6.54246302522884
6,1,7.40139245386398
6,1,6.40371552138444
6,1,6.06432637732286
6,1,5.62146808168437
6,1,6.75449612902148
6,1,7.06377805938295
6,1,7.75675656634651
7,0,6.30814592484233
7,0,5.70235678002448
7,0,3.99428738487816
7,0,6.22901076731134
7,0,5.21897726862017
7,0,5.09380811501337
7,0,6.40892791256035
7,0,5.75441336335558
7,0,6.17429662484988
7,0,5.01397234035168
7,0,5.9913001726674
7,0,5.94234881507245
7,1,6.06594527235764
7,1,8.14621601334957
7,1,7.88768129391054
7,1,9.57242105493682
7,1,6.9302465815137
7,1,5.55411840901771
7,1,8.01822491155028
7,1,6.58314190677612
7,1,7.93893797022097
7,1,7.9707285337159
7,1,8.12102904872803
7,1,7.18614528742474
8,0,7.86834292610812
8,0,5.47169834551985
8,0,6.76932799614009
8,0,6.76157441221685
8,0,6.85905387671475
8,0,7.1775744822661
8,0,6.92309022741978
8,0,4.75815767009856
8,0,6.33076072938671
8,0,4.6166139186385
8,0,5.1498569092549
8,0,4.60102440666389
8,1,8.55009786169803
8,1,7.90676098407285
8,1,6.60779742148105
8,1,6.82368178733037
8,1,6.40854874899425
8,1,7.58198939355722
8,1,5.21179691249045
8,1,7.3607014020265
8,1,6.55358599131563
8,1,6.78805643103076
8,1,8.24226714217219
8,1,8.52237930716517
9,0,6.73061445056764
9,0,5.56483458092344
9,0,3.66373033891821
9,0,6.35392702305186
9,0,6.96862016586229
9,0,7.03287988171213
9,0,7.43512230833799
9,0,5.57951709016121
9,0,5.29126604546122
9,0,5.74759581995564
9,0,4.9316568642392
9,0,5.85633472467623
9,1,5.9272685728858
9,1,5.30846402769381
9,1,5.52037853090437
9,1,7.61222688334656
9,1,6.14711921649995
9,1,6.13919926703929
9,1,6.67494298186811
9,1,5.8544341539406
9,1,4.8795558262718
9,1,6.24199510191194
9,1,6.6542357322075
9,1,5.8989464640166
10,0,4.71852326910591
10,0,5.97622691734902
10,0,6.80318510693248
10,0,7.60255399726364
10,0,5.80908050516611
10,0,5.05590178288672
10,0,7.09981335871119
10,0,5.21791397960009
10,0,6.96781511256234
10,0,5.78619980787917
10,0,5.56998547426347
10,0,6.34010673666883
10,1,3.62241958904655
10,1,5.73798245397694
10,1,6.7514252429086
10,1,5.91046187945523
10,1,6.19671538123379
10,1,5.96238789606656
10,1,5.71031138737936
10,1,5.48909985941561
10,1,4.7932038038611
10,1,5.21231026452657
10,1,6.04819746291884
10,1,5.20687953639703
11,0,4.83649116402882
11,0,5.84793877651012
11,0,5.67098566911996
11,0,4.60504840627513
11,0,6.8148350338882
11,0,6.08381792822821
11,0,5.02573637576905
11,0,5.36754633437608
11,0,5.99200708126518
11,0,7.019335418928
11,0,7.12502922720896
11,0,6.16997230820914
11,1,6.00372219599013
11,1,7.15571807309963
11,1,5.11700619029154
11,1,4.3366758388553
11,1,5.04784309854362
11,1,6.08027623938744
11,1,4.99810280607441
11,1,7.31480770474387
11,1,5.56017724560348
11,1,6.58982388294578
11,1,6.13856454174519
11,1,4.87700759108211
12,0,6.48675335278056
12,0,6.37410408110439
12,0,4.85695545995782
12,0,6.5946902625276
12,0,5.7454033620161
12,0,6.76577945133988
12,0,6.77841169740315
12,0,6.19369776572956
12,0,7.12388060229288
12,0,5.09438057256178
12,0,7.74310783591872
12,0,6.99718037593685
12,1,7.13996063160092
12,1,5.6642010976438
12,1,6.46885310960048
12,1,3.94714053176214
12,1,4.91145252659023
12,1,6.35127522610718
12,1,5.48085091607607
12,1,6.35170534520279
12,1,5.34733078044242
12,1,5.38649895268452
12,1,6.86563330435457
12,1,6.83561997486106
13,0,6.22073101781516
13,0,5.10639172443895
13,0,6.08003424408516
13,0,5.46788564826963
13,0,6.22610162474574
13,0,6.20322614597268
13,0,6.33708953335866
13,0,6.58296373776011
13,0,8.26627261056424
13,0,4.74235210182563
13,0,7.0880118858802
13,0,5.71755634225275
13,1,6.58246933807298
13,1,4.62734177277018
13,1,8.22481508390146
13,1,6.99601534447061
13,1,5.77592539358942
13,1,6.15069592775286
13,1,6.1491676374176
13,1,4.75853849341983
13,1,4.67873218252319
13,1,6.58930993913761
13,1,5.33854357322643
