"","V1","V2","V3","V4","V5","V6"
"1",1,0.561300090089359,0.253405718253082,0.109090950238276,0.0692510780018352,0.909746347657371
"2",0.00720743761155429,0.00465008662832789,0.234062540526636,0.692533116707189,0.0125466373623768,0.0313064620090713
"3",0.0297560612705147,0.029730311984315,0.618443750864037,0.389472803306671,0.0437235443703962,0.226561833004271
"4",0.270789079956581,0.581353459022673,0.0497483370113907,0.256982325569859,0.0218837793063139,0.000744232131599909
"5",0.00186058323751115,0.000900046999643744,0.108706713639172,0.671564496483841,1.64900044361538e-05,0.537797238546042
"6",0.0697090092172932,0.0426462213567601,0.265573183450159,0.365814450986553,0.0187459535374832,0.00298233411398463
"7",0.108088070900879,0.107938922007132,0.640055149651246,0.707091840085354,0.890937077758261,0.00654956680287011
"8",8.53756353391688e-06,0.0113851925585354,0.125534435890714,0.107012344627062,0.0820130965080137,1.00228469590569e-06
"9",0.00547733301804088,0.185440393286214,0.717939845203224,0.877900840289712,0.000222201901198038,2.32553893808607e-07
"10",0.00413118682514013,0.00603252550362487,0.270202797235783,0.149114591909785,0.0123073022049033,2.75923592862881e-08
"11",0.00222577034528748,0.0348211311373995,1,0.7634131666546,0.470403184438886,1
"12",0.0320248509096797,0.240272724562834,0.672474655755905,0.298882963376435,0.162703283295512,0.113452965844798
"13",0.101901170645699,0.162407004465161,0.2808746007949,0.377545115997589,0.00836455095162847,0.110165910879823
"14",0.000583834828717267,0.0446973766471921,1,0.360185240263525,0.000255584429490141,2.34931264442295e-08
"15",0.595740873721353,0.812442387382068,0.118483274072498,0.139477101888522,0.415514032365808,0.0363902567621537
"16",0.022390079804254,0.096251651291379,0.351351920437883,0.676487227870114,0.0012726516666689,1
"17",0.00156874843101718,0.00227224366502743,0.928290247674872,0.838316516428446,8.10761974211482e-05,0.00121848869199037
"18",0.00184826493580381,0.00217700650582298,1,0.704185617654539,0.146486034272601,1
"19",0.00228965698405226,0.00228860920934715,0.531736668889451,0.85517584649584,0.806212894086121,0.0383243580297846
"20",0.00095564550590832,0.00097766449416381,0.0712851195751967,0.925248445271781,0.682851456314651,5.89675774875786e-09
"21",8.13535943200439e-06,1.01683833890753e-05,0.853269161694645,0.803861150281883,0.0907832376489344,0.118002816381357
"22",0.0705233469684231,0.134276797387641,0.772163197808533,0.370998113874573,0.0425015031296471,0.00188865846055375
"23",0.0472636715139756,0.063318505194314,0.220788222189841,0.147223805050678,0.294142786633726,0.438860519734772
"24",0.17712118802572,0.43141121689503,0.218924638383795,0.9547257237585,0.00020206612661422,0.825819493344254
"25",0.113874072216913,0.293781650901357,0.0328622237523205,0.622755822407712,0.00149941765949635,1.80092238899476e-08
"26",0.00572997900069883,0.0811694637559555,0.0994515259735074,0.819629070259522,0.952107466284088,0.130199744695293
"27",0.280884638710224,0.323467543875562,0.0251783630481067,0.818204461362315,0.0228280330192688,0.0937819631277379
