"cross","mean","SE","sex","environ","sire","dam"
"p1",0.103812254127202,0.0408103267244599,"U",1,1,1
"p2",0.0806997169254557,0.0183990134797849,"U",1,2,2
"f1",0.101977612254253,0.0494633386753778,"U",1,2,1
"rf1",0.254749567295557,0.0917830455768979,"U",1,1,2
"f2a",0.371502201359013,0.0758337909873513,"U",1,3,3
"rf2b",0.678872081097387,0.0420292737470384,"U",1,3,4
"f2b",0.197348141944348,0.0359871117828608,"U",1,4,3
"bc1a",0.213004111901171,0.0532798482085045,"U",1,3,1
"bc1b",0.149440008388179,0.0533657203375451,"U",1,4,1
"rbc1a",0.206438828137297,0.046945665124662,"U",1,1,3
"rbc1b",0.476980864307323,0.0627550215567398,"U",1,1,4
"rbc2a",0.322788671023965,0.17616323324429,"U",1,3,2
"rbc2b",0.599026163133471,0.11846800747368,"U",1,4,2
"bc2a",0.569352167488132,0.0906626074645208,"U",1,2,3
"bc2b",0.634493433209016,0.0610000662735425,"U",1,2,4
