"cross","mean","SE","sex","environ","sire","dam"
"p1",0.0175098375235016,0.00662505606929856,"U",1,1,1
"p2",0.177960128660605,0.08058875787513,"U",1,2,2
"f1",0.150144942221445,0.0482062237931414,"U",1,2,1
"rf1",0.105715693520572,0.0162866248414339,"U",1,1,2
"f2a",0.183005131877312,0.0207407688931824,"U",1,3,3
"rf2b",0.164282245532246,0.0462364855527905,"U",1,3,4
"f2b",0.179843823232268,0.0246893752337474,"U",1,4,3
"bc1a",0.238261446156183,0.0705959222473141,"U",1,3,1
"bc1b",0.103463203463203,0.0239177489177489,"U",1,4,1
"rbc1a",0.15178495062216,0.0286199202927899,"U",1,1,3
"rbc1b",0.0608233800137504,0.0136482159880442,"U",1,1,4
"rbc2a",0.0943446538841276,0.0191581060528297,"U",1,3,2
"rbc2b",0.214722314606139,0.028041823254813,"U",1,4,2
"bc2a",0.118698918547383,0.00960000740701634,"U",1,2,3
"bc2b",0.0811519591276054,0.0253818517247841,"U",1,2,4
