"ecotype","body_mm","wing_mm","femur_mm","antenna_mm"
"Forest",13.7935386870749,17.4922373962112,6.57965527990933,9.90212421085428
"Forest",9.75903050159645,11.6742873577423,4.75473118465187,5.61002502406736
"Forest",11.6297747472069,16.0650308433011,5.93490554523194,7.92840270593423
"Forest",11.5632736390146,15.8686095986522,4.89818858940753,8.76899453836736
"Forest",11.4016696440561,13.3131216590948,5.11594644984824,7.07287245338416
"Forest",11.4116502234647,13.5888759406207,5.19745103632416,8.23281589196636
"Forest",12.6897113513674,15.1503232501528,5.53975519388525,8.4231402063324
"Forest",11.2958777726381,14.506315996615,4.77892913610355,8.52645814752161
"Forest",11.7813048895985,15.7281417605248,4.8414394164407,8.46579352048233
"Forest",12.9757322363391,15.7695143293112,5.6779673469786,9.1311448158468
"Forest",11.9186818786214,16.1864643789436,5.92595186139257,7.6868519445457
"Forest",11.9968060314491,15.9028861135769,5.47599601479747,7.76162297487287
"Forest",11.8154260038247,15.6669614518163,5.25197091962864,8.16925168950703
"Forest",10.5329609048724,14.9660292807738,4.53775990224047,7.44579335105477
"Forest",11.9953160563461,15.6201689769416,5.12967301916667,8.54724714189841
"Forest",12.4856020770536,15.7091924212025,5.07051353783626,8.8756911751279
"Forest",12.1659355866651,14.9597869990471,4.81495813962234,8.95354781471094
"Forest",13.6652415018025,17.5395663138452,7.12306268652527,8.19243577674503
"Forest",11.1711283710757,16.1659358830322,4.34622349018978,8.39222641887869
"Forest",10.6304092211373,12.6129404434859,5.75415738382746,7.51151943365052
"Forest",15.0735258488015,20.653931788862,7.15618839541329,11.6178085334223
"Forest",11.5890293250669,14.3042657567383,5.58238195425198,8.11983494280589
"Forest",13.2541810808914,18.6600029375384,6.09556212854397,8.95443958655685
"Forest",12.4811841050928,15.812964611369,4.84131049846025,9.03146874491858
"Forest",13.0702070949847,17.2876448991633,6.52056070783907,9.41488516315149
"Grassland",12.9913083837374,16.6880523580413,5.93104962388682,10.0676952910684
"Grassland",13.4288189803075,18.1872737507088,6.82760509193654,10.0820360095865
"Grassland",16.1343145968674,21.9802845054958,7.17640269546856,12.0462293974029
"Grassland",14.4147969458836,20.9533022370366,6.5380387927925,10.8791104502652
"Grassland",14.3150502609058,20.0080467945623,6.29929522621909,11.0439218343497
"Grassland",14.0013087347493,16.1688664076392,6.5500230571778,10.3841785224632
"Grassland",12.5908192714445,12.5882417848558,6.33187642915481,9.83984272638397
"Grassland",14.2528703679816,19.6606484974402,6.20204181649137,11.7042220716005
"Grassland",12.2922044930157,16.1383712974426,5.28242786319252,9.83344807327416
"Grassland",13.1501636228327,15.1998304929131,6.28838287783611,9.66851957991911
"Grassland",14.3025878493411,20.1602131823911,6.62957166858313,10.2507100136758
"Grassland",15.3050152901649,20.3500726577641,7.08127780920434,12.0137240459376
"Grassland",13.6372895838459,17.3016734787119,5.69179733346293,9.63818208199591
"Grassland",14.028764137792,17.1342958492941,5.8536105943122,11.5158288026094
"Grassland",14.460507523998,18.2511349848422,6.04346411268464,10.4834298688685
"Grassland",14.328482977833,18.6828434693036,6.10000880386065,11.2956627091555
"Grassland",14.4533063547166,19.1593927698591,6.46328811817721,10.8025187039985
"Grassland",13.1137765033225,16.8363730721516,5.23273994323879,10.0292899099731
"Grassland",13.4879816202521,17.0512530385024,6.13964529063834,10.6922625308911
"Grassland",13.4639361641012,16.677021630626,5.90570438484053,10.4361566786219
"Grassland",16.1495234273916,21.6675734553286,7.73896802621234,12.6991870142762
"Grassland",14.519993957618,17.959632419635,7.15234010660316,10.6794323896986
"Grassland",13.6409042984459,14.9449987767502,6.03621055256778,11.0903774916634
"Grassland",13.6310012438418,17.7088141775673,6.48955619757083,10.7246772430516
"Grassland",15.7095391796955,20.9471183854893,7.1572315924026,11.75497127578
"Dune",12.7529001172952,14.6572479391777,5.26044554883844,7.96409542989311
