"soil","biomass_g"
"Sand",1.98665566013475
"Sand",3.19457483907652
"Sand",3.81605028387267
"Sand",5.40523457987103
"Sand",4.40294379235544
"Sand",3.66804098552816
"Sand",4.04727884999146
"Sand",4.95081451158013
"Sand",4.17292478675953
"Sand",3.78047640654248
"Sand",3.43805971036813
"Sand",3.83670825848623
"Sand",5.04072824964094
"Sand",5.05560478513285
"Sand",4.55630485183066
"Sand",4.73360037424213
"Sand",5.76959329578897
"Sand",5.28052624900202
"Sand",2.56223341882547
"Sand",6.19059845366511
"Sand",4.8597937928015
"Sand",3.60977410079021
"Sand",4.68965070085115
"Sand",4.33207607234495
"Sand",3.56584930446145
"Loam",4.23517391490364
"Loam",5.3048106448364
"Loam",4.41142887814541
"Loam",5.69968034385515
"Loam",6.11256710393536
"Loam",5.67159236481798
"Loam",4.50266504729689
"Loam",5.94123439750891
"Loam",5.34126846357032
"Loam",4.58028868972795
"Loam",5.49197981494035
"Loam",5.93720801385608
"Loam",4.50302362559557
"Loam",5.66028499751876
"Loam",3.9969156735437
"Loam",5.66083715206606
"Loam",5.81002683614907
"Loam",5.87765867443518
"Loam",4.60476513794546
"Loam",6.50083116131303
"Loam",4.66029763976033
"Loam",6.53815128851944
"Loam",4.5198020945623
"Loam",5.02058339678064
"Loam",5.53646836488749
"Clay",6.33843378633164
"Clay",4.21494531135057
"Clay",4.90931754990443
"Clay",5.40336204681833
"Clay",4.58042189977372
"Clay",5.86478988905398
"Clay",5.6422850903852
"Clay",5.17835470071611
"Clay",5.79119378067101
"Clay",4.82498610167915
"Clay",4.41752640105681
"Clay",4.76405424589615
"Clay",6.04607639880794
"Clay",5.34319070362407
"Clay",4.23871216943694
"Clay",5.73904238741383
"Clay",5.08333723931655
"Clay",4.77513996212126
"Clay",5.164834943491
"Clay",5.44065737058201
"Clay",4.80764064952859
"Clay",4.97092349440004
"Clay",4.78322007787151
"Clay",4.31146869262143
"Clay",4.30461886728362
