"population","stress","time","event"
1,0,35,FALSE
1,0,35,FALSE
1,0,35,FALSE
1,0,33.9286072057958,TRUE
1,0,21.937562494658,TRUE
1,1,2.36882499406874,TRUE
1,1,23.3017311194775,TRUE
1,1,35,FALSE
1,1,8.27720170012897,TRUE
1,1,35,FALSE
2,0,35,FALSE
2,0,35,FALSE
2,0,35,FALSE
2,0,35,FALSE
2,0,35,FALSE
2,1,21.229900273696,TRUE
2,1,8.77257529117405,TRUE
2,1,35,FALSE
2,1,26.9805360027424,TRUE
2,1,4.09090871058277,TRUE
3,0,3.53861593025471,TRUE
3,0,25.5208845164568,TRUE
3,0,35,FALSE
3,0,35,FALSE
3,0,26.5841139272003,TRUE
3,1,5.8740457348781,TRUE
3,1,16.8069874919193,TRUE
3,1,8.1871485705668,TRUE
3,1,4.25317191952903,TRUE
3,1,25.6640037867093,TRUE
4,0,6.45458135370984,TRUE
4,0,26.7290008625815,TRUE
4,0,5.69170530810083,TRUE
4,0,0.991970201088721,TRUE
4,0,5.95707028206583,TRUE
4,1,4.70686910579988,TRUE
4,1,2.62375950888532,TRUE
4,1,13.2706542185648,TRUE
4,1,5.25790689295777,TRUE
4,1,9.41057731698362,TRUE
5,0,4.81599472312885,TRUE
5,0,22.4906416436509,TRUE
5,0,0.93900238135301,TRUE
5,0,1.67706477447634,TRUE
5,0,18.1457189574979,TRUE
5,1,2.3073437611763,TRUE
5,1,11.4732875684754,TRUE
5,1,11.9658210973489,TRUE
5,1,3.96436710348573,TRUE
5,1,0.958144557053958,TRUE
6,0,1.60555898995126,TRUE
6,0,11.8590656952798,TRUE
6,0,9.69132837411738,TRUE
6,0,35,FALSE
6,0,18.8036713167302,TRUE
6,1,11.991651785966,TRUE
6,1,27.7551404074002,TRUE
6,1,18.4181948987648,TRUE
6,1,2.37638023339737,TRUE
6,1,2.18451098507914,TRUE
7,0,2.13587147321804,TRUE
7,0,2.29006088935235,TRUE
7,0,20.4405055530347,TRUE
7,0,1.12922817969439,TRUE
7,0,35,FALSE
7,1,29.9661162604551,TRUE
7,1,6.18399181005036,TRUE
7,1,12.2119890665756,TRUE
7,1,15.9873946326513,TRUE
7,1,0.104985853082606,TRUE
8,0,10.9085242962332,TRUE
8,0,35,FALSE
8,0,35,FALSE
8,0,0.0999755396881974,TRUE
8,0,35,FALSE
8,1,7.98116926636048,TRUE
8,1,32.5563460741917,TRUE
8,1,3.67782605574031,TRUE
8,1,7.14287123204285,TRUE
8,1,11.0812770898271,TRUE
9,0,4.46879181205744,TRUE
9,0,14.5209698925916,TRUE
9,0,19.7915514803915,TRUE
9,0,13.8870620960129,TRUE
9,0,2.19239289708653,TRUE
9,1,24.7028475828579,TRUE
9,1,26.7087546948942,TRUE
9,1,25.6518661261375,TRUE
9,1,7.84596004862375,TRUE
9,1,6.46477389458799,TRUE
10,0,35,FALSE
10,0,35,FALSE
10,0,1.65342168914283,TRUE
10,0,35,FALSE
10,0,35,FALSE
10,1,35,FALSE
10,1,26.0359844443666,TRUE
10,1,8.51163635824577,TRUE
10,1,35,FALSE
10,1,24.2665770209357,TRUE
11,0,13.4238475878289,TRUE
11,0,0.787733147460125,TRUE
11,0,2.21143118727114,TRUE
11,0,22.0196142238492,TRUE
11,0,0.749299523662325,TRUE
11,1,1.15027309985732,TRUE
11,1,5.51564274081931,TRUE
11,1,8.21886320182887,TRUE
11,1,3.36243917740534,TRUE
11,1,0.0960080510585164,TRUE
12,0,35,FALSE
12,0,35,FALSE
12,0,35,FALSE
12,0,35,FALSE
12,0,0.744814727121037,TRUE
12,1,14.7569922670357,TRUE
12,1,35,FALSE
12,1,8.2512363550523,TRUE
12,1,5.92473940379876,TRUE
12,1,35,FALSE
13,0,22.1654426881924,TRUE
13,0,6.14512873216638,TRUE
13,0,35,FALSE
13,0,0.79020392436095,TRUE
13,0,35,FALSE
13,1,2.92674360721719,TRUE
13,1,12.601427434999,TRUE
13,1,31.5114913173528,TRUE
13,1,1.82369857368279,TRUE
13,1,7.39489714092734,TRUE
14,0,14.1299182022669,TRUE
14,0,5.90733049335003,TRUE
14,0,2.11740060486215,TRUE
14,0,1.79019875230462,TRUE
14,0,1.08984471103486,TRUE
14,1,1.43363963920443,TRUE
14,1,35,FALSE
14,1,5.5697963051555,TRUE
14,1,6.42460651400538,TRUE
14,1,30.4373171930348,TRUE
15,0,17.8656316961328,TRUE
15,0,5.29025409768703,TRUE
15,0,35,FALSE
15,0,35,FALSE
15,0,35,FALSE
15,1,25.4136990137533,TRUE
15,1,22.5104568101156,TRUE
15,1,4.70694830632302,TRUE
15,1,3.13034662401562,TRUE
15,1,10.3679305493391,TRUE
16,0,35,FALSE
16,0,17.5680684997061,TRUE
16,0,6.04915228932661,TRUE
16,0,16.4286833862177,TRUE
16,0,27.2787464880708,TRUE
16,1,17.9264729031843,TRUE
16,1,2.33236486058163,TRUE
16,1,35,FALSE
16,1,29.2493916547847,TRUE
16,1,10.5161827912804,TRUE
17,0,8.84805622454199,TRUE
17,0,17.8488407774373,TRUE
17,0,13.0986363759747,TRUE
17,0,35,FALSE
17,0,5.46225525401099,TRUE
17,1,5.41249466421449,TRUE
17,1,9.13463243140938,TRUE
17,1,35,FALSE
17,1,4.20643338127583,TRUE
17,1,3.1115850442566,TRUE
18,0,25.9581556635073,TRUE
18,0,3.53872970859822,TRUE
18,0,35,FALSE
18,0,35,FALSE
18,0,10.5343492785447,TRUE
18,1,35,FALSE
18,1,11.0080472616029,TRUE
18,1,11.6770693228519,TRUE
18,1,3.82701886150386,TRUE
18,1,2.98904294215509,TRUE
19,0,11.0781013530018,TRUE
19,0,35,FALSE
19,0,29.5276874060621,TRUE
19,0,30.6550563981316,TRUE
19,0,27.4513179089608,TRUE
19,1,35,FALSE
19,1,35,FALSE
19,1,35,FALSE
19,1,22.7205829614572,TRUE
19,1,35,FALSE
20,0,15.020320088885,TRUE
20,0,4.47819476047849,TRUE
20,0,8.55427962546463,TRUE
20,0,23.1601354761146,TRUE
20,0,4.21002761164058,TRUE
20,1,35,FALSE
20,1,14.8328103396851,TRUE
20,1,12.4793457683269,TRUE
20,1,19.4505043245009,TRUE
20,1,7.35709331602574,TRUE
21,0,35,FALSE
21,0,28.4191382883103,TRUE
21,0,35,FALSE
21,0,35,FALSE
21,0,35,FALSE
21,1,35,FALSE
21,1,12.9930082379492,TRUE
21,1,8.04625972475621,TRUE
21,1,34.8799177397117,TRUE
21,1,35,FALSE
22,0,35,FALSE
22,0,12.8654887986791,TRUE
22,0,35,FALSE
22,0,6.07112380634693,TRUE
22,0,10.8474061116534,TRUE
22,1,35,FALSE
22,1,13.197281767545,TRUE
22,1,0.466438300195306,TRUE
22,1,13.4373073270651,TRUE
22,1,27.2737737127982,TRUE
23,0,35,FALSE
23,0,35,FALSE
23,0,35,FALSE
23,0,35,FALSE
23,0,35,FALSE
23,1,15.7167680098241,TRUE
23,1,35,FALSE
23,1,35,FALSE
23,1,18.8363868145107,TRUE
23,1,14.2586360965074,TRUE
24,0,18.0955208987836,TRUE
24,0,12.2284325507908,TRUE
24,0,35,FALSE
24,0,2.41225777392449,TRUE
24,0,0.610359593953672,TRUE
24,1,20.1209674021915,TRUE
24,1,11.7456605691375,TRUE
24,1,15.0769412352497,TRUE
24,1,1.82756741399333,TRUE
24,1,2.32986642705991,TRUE
