"stratum","treatment","time","event"
1,"Control",30,FALSE
1,"Control",27.4622309207916,TRUE
1,"Control",30,FALSE
1,"Control",3.6188505589962,TRUE
1,"Control",30,FALSE
1,"Stress",0.510066294981774,TRUE
1,"Stress",30,FALSE
1,"Stress",30,FALSE
1,"Stress",21.5296295559203,TRUE
1,"Stress",2.55563363898545,TRUE
2,"Control",30,FALSE
2,"Control",30,FALSE
2,"Control",25.1483613921607,TRUE
2,"Control",29.5827879556421,TRUE
2,"Control",30,FALSE
2,"Stress",22.9500414445008,TRUE
2,"Stress",12.2129066536824,TRUE
2,"Stress",14.1617925546598,TRUE
2,"Stress",7.86597408781138,TRUE
2,"Stress",30,FALSE
3,"Control",17.4667613713869,TRUE
3,"Control",30,FALSE
3,"Control",5.51879668076123,TRUE
3,"Control",30,FALSE
3,"Control",23.8465443507607,TRUE
3,"Stress",6.39093508444992,TRUE
3,"Stress",2.74612204980014,TRUE
3,"Stress",4.87983010399903,TRUE
3,"Stress",6.97870156727731,TRUE
3,"Stress",4.74110597965077,TRUE
4,"Control",19.1898209963667,TRUE
4,"Control",28.8282114303413,TRUE
4,"Control",25.1606201742518,TRUE
4,"Control",10.3366319627534,TRUE
4,"Control",13.7033679289743,TRUE
4,"Stress",22.4055424319491,TRUE
4,"Stress",6.61369023873704,TRUE
4,"Stress",19.373674628949,TRUE
4,"Stress",9.80206733947853,TRUE
4,"Stress",16.7688431386326,TRUE
5,"Control",24.5476091271244,TRUE
5,"Control",5.66387313107649,TRUE
5,"Control",30,FALSE
5,"Control",30,FALSE
5,"Control",30,FALSE
5,"Stress",30,FALSE
5,"Stress",21.4097865121153,TRUE
5,"Stress",30,FALSE
5,"Stress",6.06968810089186,TRUE
5,"Stress",25.1378593178594,TRUE
6,"Control",5.61272048391402,TRUE
6,"Control",8.38352812454104,TRUE
6,"Control",30,FALSE
6,"Control",30,FALSE
6,"Control",11.877528578043,TRUE
6,"Stress",26.9297309988899,TRUE
6,"Stress",15.0173244992608,TRUE
6,"Stress",0.218388999244693,TRUE
6,"Stress",0.650833374672344,TRUE
6,"Stress",0.157337432028726,TRUE
7,"Control",5.75966239145629,TRUE
7,"Control",5.65780472349037,TRUE
7,"Control",12.0115185664459,TRUE
7,"Control",30,FALSE
7,"Control",11.5105945701626,TRUE
7,"Stress",22.2813757973573,TRUE
7,"Stress",2.76779123073952,TRUE
7,"Stress",26.6742431332683,TRUE
7,"Stress",0.0439114319870796,TRUE
7,"Stress",2.14955625018444,TRUE
8,"Control",13.4237287307442,TRUE
8,"Control",28.4376490847174,TRUE
8,"Control",21.0078120224627,TRUE
8,"Control",13.4051138215617,TRUE
8,"Control",0.341938867169784,TRUE
8,"Stress",4.56848152108212,TRUE
8,"Stress",26.7859485646931,TRUE
8,"Stress",8.39432609306876,TRUE
8,"Stress",30,FALSE
8,"Stress",5.59057994784477,TRUE
9,"Control",29.2217877322347,TRUE
9,"Control",1.6191884660377,TRUE
9,"Control",30,FALSE
9,"Control",13.7872158334971,TRUE
9,"Control",0.855407070766303,TRUE
9,"Stress",5.30885996368642,TRUE
9,"Stress",14.2429205920139,TRUE
9,"Stress",1.05550968482231,TRUE
9,"Stress",9.47875233075951,TRUE
9,"Stress",11.9221641033287,TRUE
10,"Control",1.4782216155462,TRUE
10,"Control",15.1588990404278,TRUE
10,"Control",0.64778967744205,TRUE
10,"Control",8.40959407921348,TRUE
10,"Control",7.66924021632544,TRUE
10,"Stress",5.36612382191898,TRUE
10,"Stress",14.3089757194561,TRUE
10,"Stress",2.07580747772814,TRUE
10,"Stress",2.14197765237096,TRUE
10,"Stress",13.643848426289,TRUE
11,"Control",23.1982491154197,TRUE
11,"Control",30,FALSE
11,"Control",17.5328393647434,TRUE
11,"Control",29.5822555949646,TRUE
11,"Control",30,FALSE
11,"Stress",0.644652817087869,TRUE
11,"Stress",7.25003508625589,TRUE
11,"Stress",7.46038598618603,TRUE
11,"Stress",2.0210819180058,TRUE
11,"Stress",2.52512960384289,TRUE
12,"Control",20.7996616359949,TRUE
12,"Control",30,FALSE
12,"Control",9.22172245842605,TRUE
12,"Control",0.610821766305098,TRUE
12,"Control",5.33028101781383,TRUE
12,"Stress",0.0276250203318601,TRUE
12,"Stress",5.5983050220756,TRUE
12,"Stress",14.772161695217,TRUE
12,"Stress",2.85715210982869,TRUE
12,"Stress",10.5023393476942,TRUE
