"medium","volume_ml","colonies"
"Low",1.18410207144916,7
"Low",0.738803575234488,13
"Low",0.832271371362731,8
"Low",0.969846675405279,13
"Low",0.774454141547903,10
"Low",1.29811047678813,12
"Low",1.24306783042848,16
"Low",1.21918507185765,21
"Low",0.739171481691301,5
"Low",1.00515382564627,11
"Low",0.778599133621901,11
"Low",1.28466717759147,8
"Low",0.898463652702048,26
"Low",0.953924519289285,20
"Low",0.96202846178785,11
"Low",0.746709717391059,6
"Low",1.26442119800486,7
"Low",0.794013657234609,4
"Low",1.04671919550747,18
"Low",0.990727560408413,3
"Low",1.04400323689915,6
"Low",1.0825024374295,17
"Low",0.832193127833307,7
"Low",0.967735323589295,11
"Low",1.01991337141953,14
"Low",0.824830772541463,6
"Low",1.2835129941348,3
"Low",1.08800103240646,14
"Low",0.919533339096233,5
"Low",1.09207852571271,12
"Low",1.21591771896929,21
"Low",1.22915027434938,19
"Low",1.12718610940501,29
"Low",1.24471305902116,12
"Low",1.10935707129538,12
"Low",1.22830400555395,13
"Low",0.841005149902776,9
"Low",0.741251304838806,19
"Low",1.21928289802745,10
"Low",0.851384627679363,16
"Low",1.07162469225004,47
"Low",0.889180123293772,11
"Low",1.22485971725546,12
"Low",0.869302481133491,15
"Low",0.821800249628723,9
"Low",1.21059599821456,10
"Low",1.00999973006547,10
"Low",1.11410825056955,17
"Low",1.23164610015228,37
"Low",0.877525017363951,12
"Low",0.972379806824028,7
"Low",0.868021022947505,5
"Low",0.870277211535722,7
"Low",0.78532135123387,4
"Low",0.83443127758801,4
"Low",1.25676586320624,18
"Low",0.752282688487321,9
"Low",0.887000164762139,5
"Low",0.725408157659694,6
"Low",0.866302320268005,15
"High",1.24903443176299,16
"High",1.27202891800553,21
"High",1.04186002924107,10
"High",0.931856006756425,15
"High",1.00350879179314,14
"High",1.13064806158654,10
"High",1.14140557185747,35
"High",1.13130310242996,12
"High",0.960123767331243,11
"High",0.926946284901351,16
"High",0.756792557518929,11
"High",1.15841406187974,24
"High",1.13975486974232,23
"High",1.05972624779679,19
"High",0.840369420964271,0
"High",1.0784437158145,15
"High",1.20276411985978,28
"High",0.94779330031015,22
"High",0.86841203677468,22
"High",0.795852421596646,18
"High",0.813175744004548,7
"High",1.11697503803298,20
"High",0.8692522210069,24
"High",0.89296309161,14
"High",0.869840287510306,30
"High",1.00010867794044,12
"High",0.809652891708538,30
"High",0.869925471814349,13
"High",0.985202653799206,15
"High",1.23363486411981,32
"High",1.09309690711088,13
"High",1.23717938601039,17
"High",0.88021431020461,9
"High",1.27328356527723,26
"High",0.899082323350012,25
"High",0.739194871392101,13
"High",0.976729129860178,3
"High",1.27377255684696,9
"High",0.936182917840779,2
"High",1.05071672881022,5
"High",0.895062225544825,22
"High",0.826141156256199,12
"High",1.16933515155688,12
"High",1.12698826449923,17
"High",1.10069913556799,20
"High",1.21590735139325,41
"High",0.80585853937082,15
"High",0.870751780085266,17
"High",1.17011505495757,22
"High",0.908755215350538,14
"High",1.1793219610583,32
"High",1.09571807100438,24
"High",1.23827249179594,22
"High",0.740319001954049,10
"High",0.941624533478171,13
"High",0.953316424787044,14
"High",1.03069106908515,4
"High",0.87663402594626,16
"High",0.995245737303048,17
"High",0.738189750723541,10
