"sample","likelihood","codon1","codon2","codon3"
1000,-5547.08965,2.61834268575191,0.343454892799539,8.435576303
2000,-5143.056101,2.04481270670441,0.367263561409386,8.326958175
3000,-4926.431031,3.27062295846931,0.716562304791057,9.955265392
4000,-4928.777809,1.60214173806092,0.640132589658694,11.53741161
5000,-4928.551019,2.30279100184032,0.45491305714822,8.939258688
6000,-4933.838499,4.57314347349224,0.635871827886251,10.18984805
7000,-4931.953984,2.60109600012836,0.424502572891187,9.64103483
8000,-4935.081316,1.93473429072972,0.714275235733087,10.96976849
9000,-4922.998887,3.86755801821427,0.640740469545604,8.917130829
10000,-4931.120578,2.70181718915819,0.157332175213184,9.191934883
11000,-4929.478271,3.46159549458495,0.317069446840417,9.595984668
12000,-4925.608243,1.70846908274666,0.660285834022986,9.286587411
13000,-4927.822618,2.03684125873784,0.409882763376215,8.163222871
14000,-4930.684397,2.19018376629892,0.918006704846689,12.37971086
15000,-4924.95208,1.50971337107002,0.829485983988313,9.982820945
16000,-4928.822413,-0.179305474058922,0.308930864778337,10.48721071
17000,-4933.194547,1.79339051549268,0.557083348263349,7.539342669
18000,-4927.593967,2.25420357891166,0.593238239999242,8.428000113
19000,-4940.859896,0.402802632806206,0.132241740775227,9.756172432
20000,-4926.845064,1.82884017565663,0.53514686938594,9.259315582
21000,-4926.426461,1.79897756609806,0.339596833919168,9.22577048
22000,-4924.362253,1.62806682923815,0.537917939598878,10.53222337
23000,-4927.404962,3.9665354989427,-0.014865979812226,9.082583271
24000,-4930.64887,2.50494326061964,0.00362984711450787,7.386612094
25000,-4940.161233,2.08119129635421,0.64928169500408,9.554413416
26000,-4927.328687,3.15869626585339,0.809060690368267,12.06462044
27000,-4924.325799,1.87175415929796,0.290508288308467,8.604344987
28000,-4929.671831,1.94670490388045,0.588968100056151,10.43246717
29000,-4929.300208,1.29388265074419,0.745281559988601,7.245348802
30000,-4923.896044,1.99659754240673,0.47227192143443,8.527015591
31000,-4921.67561,4.81651646082587,-0.143917289579093,8.58133553
32000,-4922.948637,4.04967562034547,0.558302547774747,7.697331953
33000,-4929.836073,3.34435105450121,0.33139634571468,8.992647329
34000,-4926.378947,2.7830391243537,0.851761719767383,11.25592427
35000,-4920.929551,0.544436944844234,0.308722350367258,9.077507117
36000,-4926.094784,3.12902496696389,0.441087008027867,9.380095546
37000,-4930.704924,2.66419758945226,0.723245374336488,9.656888274
38000,-4930.85267,0.907895353136085,0.374350359955323,8.958376142
39000,-4925.751438,5.25616428272942,0.326243577480145,8.903025061
40000,-4930.481309,2.12283613211944,0.00757673384003515,9.55822206
41000,-4924.672681,0.809685127789137,0.962446654765777,9.805787544
