"i","asc1","desc1","asc2","desc2","tranSAF","tranRo","p"
1,0.0943025561929349,0.0474522611751325,0.002989231351804,0.00510934950622055,0.0874013882016327,0.00475030404612955,-453.083024162464
2,0.0687693638441549,0.0235117480306572,0.00013360963863347,0.00221140609319394,0.0598954268172773,0.0043978401584296,-425.498730436182
3,0.0470958306606303,0.024088758763057,0.000681139876464796,0.00220601323564549,0.0451311278711028,0.00188459850990028,-417.931867204135
4,0.0578921214718742,0.0449391889732236,0.00117964355568695,0.00133638705986389,0.0204820125562916,0.00207978969150482,-411.065070670414
5,0.0591968718224751,0.0484091325473873,0.00126611752071003,0.0015683401500597,0.0265399114000597,0.00289303986090145,-410.006286523498
6,0.0438401260977103,0.0561873593794489,0.00112343395070394,0.00140664057970429,0.0297333074149946,0.00231937641642658,-409.820639642855
7,0.0632079105224027,0.0557641315628247,0.001169994993141,0.00194307896128107,0.0287477007627449,0.00192232252330276,-409.95862686958
8,0.0518856240157203,0.0541138881593171,0.00143698275730701,0.00170655116651355,0.0241815026195131,0.00166253254070776,-409.241780532693
9,0.0515863940367805,0.0442337758404096,0.00136570055147975,0.00239483917248665,0.0286250012102082,0.00175164701183426,-408.092856193955
10,0.0313814281129978,0.0451909172098522,0.0014328759416903,0.00153238203248442,0.0274751916339418,0.00208798296748787,-410.36830576462
11,0.0641550101940099,0.0412666570912639,0.00113717545168013,0.00448586346030588,0.0280048497611857,0.000980156435077274,-412.957440967467
12,0.0367562933291973,0.0445652515616416,0.00142715320977413,0.00384218742737923,0.0270687345589772,0.00189951479043563,-410.050428511309
13,0.0601230648324051,0.0455200960369347,0.000653910508607893,0.00283741329882112,0.0262069847812583,0.00234659216934111,-408.661036032564
14,0.0364821963259058,0.0436822957176342,0.00206866326019628,0.00311503880491632,0.0238433053936421,0.00160330263745484,-409.524297358624
15,0.0273425112706292,0.0448859899129983,0.00178047019152375,0.00258840651518372,0.0206890344199223,0.00101242120500444,-412.438739929902
16,0.054135517161918,0.0526265858507559,0.000659881312498987,0.00315221556237684,0.0221701987474962,0.00147093701852272,-409.29762043226
17,0.054505432975681,0.0423017111967834,0.00147207807102636,0.00307737627979025,0.0239933848427698,0.002243338308197,-408.679953552275
18,0.0564755156294606,0.0383530658964369,0.000985848163451818,0.00192179375699523,0.0320473985871082,0.00298879350641083,-409.583946711387
19,0.0547322944629673,0.0447873163469586,0.0011627823779699,0.00278900654898877,0.0308356796676135,0.00105607086914978,-410.365540349344
20,0.0344830278377143,0.0427738430173563,0.00163291408757427,0.0021982401571518,0.0243214681755596,0.00337050308355686,-411.518754312658
21,0.034449808653272,0.0496409310154316,0.00131611514773789,0.00209335944660016,0.0313985883125425,0.00255073951463022,-410.173102658765
22,0.0442565147330826,0.0521060223282058,0.00128221172133319,0.00216934137713321,0.0316861624561097,0.00254183379154866,-409.16009451403
23,0.045900117674581,0.0589674771507182,0.00172989698184515,0.00194376814533557,0.0257505418722932,0.00113905770654948,-410.904914116797
24,0.0548343276404607,0.0336193148919826,0.00116840641017669,0.00450033931368616,0.0224660922277683,0.00177173713044525,-410.372339181081
25,0.0594018203392962,0.0654687490500834,0.00169555753276993,0.00130315013107222,0.0232832764167413,0.00159267843325737,-413.413506299185
26,0.0658410912675438,0.0665983590740592,0.00173983714468693,0.00167169799391542,0.0221435967709639,0.0021608793048118,-413.601715935785
27,0.0521293840039194,0.0575417620081727,0.00138429353392312,0.00217086685450862,0.0299382829860243,0.0022480789781949,-409.396677957186
28,0.0592520215679891,0.0432425820150316,0.00224272090314069,0.00166047886120344,0.0218669774706483,0.00165636830002406,-411.771758513175
29,0.0308658115882703,0.0399548560744375,0.00325235167007474,0.00268216068320021,0.0229038817754555,0.00188723971880537,-413.039058206568
30,0.0523674845782161,0.0599829318722808,0.00348869691867048,0.0025104480329023,0.0242006545808012,0.00140137177355577,-414.675494079515
31,0.0426156666119481,0.0601640880037166,0.00184602862739667,0.00164338696433459,0.0275462474376049,0.00160437672966412,-410.915427689471
32,0.0425854917782855,0.0561301314861826,0.002837695761357,0.00175920048169948,0.0210908208296871,0.00186634923793747,-412.42384028313
33,0.0384899481625413,0.0341121221264455,0.00292753741587227,0.00328112994608056,0.0235002243446041,0.00198556008811382,-411.998675276804
34,0.0404550685793898,0.0493222745328811,0.00238390766795433,0.00289147781646477,0.0196357139334437,0.00226762918027392,-410.878613024836
35,0.0492530361493494,0.0468334691551216,0.00127126040941137,0.00325594022648071,0.019500766130154,0.00205964949175951,-409.071968589479
36,0.0529424837463318,0.0497500808963785,0.00103459140376452,0.00446150486371039,0.0282139978781171,0.00140497637762014,-411.221132936665
37,0.0550228778684572,0.0447243488415326,0.000772710212329748,0.00368296739532639,0.0227226991086948,0.00133629528282589,-409.262357806619
38,0.0554338949163952,0.0516968818362617,0.000707361394247353,0.00226285090357149,0.0205438719727989,0.00243290253836611,-409.56439546732
39,0.0538623358105663,0.0522730550703415,0.00124713061746971,0.00199446802272795,0.0278018770533863,0.00175063514388913,-408.561736047548
40,0.0454699749343172,0.0336063541982512,0.000960488593749196,0.00295724688163976,0.0292674586686481,0.00225013018195156,-408.872762881386
41,0.0535495955997808,0.03955047711374,0.00071155257147154,0.00232588042010195,0.027757705210191,0.0028586002956567,-408.554206256207
42,0.0635092299996929,0.0422723343572382,0.00141121423738532,0.00215398543989516,0.0335217871825719,0.00233894400933652,-410.635688218694
43,0.0343275511543292,0.0402282680792967,0.000883029518791455,0.00230142878607867,0.0287100705543141,0.0028514475499672,-410.066635903541
44,0.0370548300044711,0.0500651000062686,0.00115283411601316,0.00238733609818881,0.0260618352108198,0.00137511709238685,-408.975041766861
45,0.0431564561562755,0.032933199326582,0.000997047909821114,0.00264625528788953,0.0249862696287286,0.00142387528685779,-408.750747542599
46,0.0503943112460943,0.0584212210495922,0.00112060177365657,0.00193625397425321,0.0226140537603389,0.001426379543173,-409.635339664668
47,0.0564475377895264,0.0482424660446191,0.00193730441703434,0.00191971900114884,0.0316604219306144,0.0021915856322174,-410.335289486749
48,0.0408601780911269,0.0419568562338473,0.00136881966310711,0.00199392696021421,0.0318271309244733,0.00302558830666595,-409.669973407778
49,0.0532970129768487,0.0360139154069191,0.00126311186605707,0.00199720505146865,0.016805644619471,0.00234218671518291,-411.795464072279
50,0.0351434358200514,0.0326804386453344,0.00137137553334495,0.00323776286396164,0.0314230086181832,0.00189229755112789,-411.013628085042
51,0.052550572050352,0.0469372768584549,0.00101303601362072,0.00351103059572885,0.0252659248725113,0.00146428972354964,-408.678659436159
52,0.0347495899341139,0.0435773128300897,0.00155435420323929,0.00300259739026145,0.0234288362261136,0.00210630261263005,-409.274672952358
53,0.04498791269896,0.0423008001223345,0.000858623344478133,0.00251287243988774,0.0335672954815068,0.00182334551596872,-409.04516105921
54,0.0451818592820658,0.0475297419808828,0.000516778816525434,0.00298420068359815,0.0183706556977991,0.00136576041067984,-410.412955649026
55,0.046397268138988,0.043861721295092,0.00140725217673862,0.00351900920075064,0.0193916881180357,0.00152762143938847,-408.987884254738
56,0.045382211400399,0.0496192640023054,0.00120303726261742,0.00299547674106966,0.0277325182295979,0.00203102895406877,-408.309509107539
57,0.0378944279817356,0.0386830873174423,0.000916616616869196,0.00270022292467104,0.0213162313331773,0.00264534217965115,-409.792683728007
58,0.0623293281888664,0.0419213019421688,0.00082945880802322,0.00285627516404776,0.0271630935363443,0.00183421728819873,-408.814670595979
59,0.0513672455833239,0.0346160867074769,0.000920749094737959,0.00120836134169018,0.0277392328874263,0.00292192991112144,-410.539697849547
60,0.0599093011069789,0.0540516067940297,0.000511684501205464,0.00170285683420668,0.0329141002880479,0.00267392806969319,-410.351867109763
61,0.0447744409408567,0.0470265739231237,0.000572747695467136,0.00217714311251378,0.0235951499997054,0.00258289685270496,-408.780273139855
62,0.0536355366951948,0.036895619284551,0.000506929836230316,0.00189675217887855,0.0326856420385737,0.0020425415431296,-409.544345816927
63,0.0458743353149396,0.0588269514379176,0.000648614215337944,0.0016594905078659,0.0224410837020746,0.00173677978479264,-410.416471845711
64,0.0479938489565304,0.056756092459234,0.000945497030060309,0.0027860663579731,0.0197952542887071,0.00220696365093062,-409.857866972879
65,0.0401266282898067,0.0416054048644013,0.00152119444318401,0.00279819106738955,0.0265328628382417,0.00225687731188778,-408.482316146533
66,0.0442290327845645,0.0404824488515637,0.000465326429567066,0.00317862360171478,0.0229812774758002,0.00138547569553545,-409.358105037897
67,0.0418013831603002,0.0428050768432701,0.0015953027180469,0.00290494874721276,0.0231630039013946,0.00194176412379953,-408.234481972483
68,0.0554543199269424,0.0297299546563469,0.00177404897016526,0.00480099936183872,0.0278398152151969,0.00187290699422956,-412.633548198253
69,0.0578511502153854,0.0295073321189205,0.000804128221976906,0.00368828750225077,0.0226797059238932,0.00193932207044809,-410.213861210844
70,0.0490494341111652,0.0371097835820721,0.00195986382282445,0.00191375676152526,0.0303599225743213,0.00181907655904706,-409.935886913882
71,0.0527523556091971,0.0559764525168417,0.00210240367925683,0.00179763374642308,0.0331674997308979,0.00194690916124903,-411.531586357548
72,0.0449978912372509,0.0298465961197937,0.00276698674842265,0.00248781418921016,0.0172614415233532,0.00161659725477263,-413.355789603435
73,0.0523072504026431,0.0262286663654948,0.000545546798177163,0.00470114067323464,0.0300046664502235,0.00153963005987316,-413.130015934757
74,0.0421938308710852,0.0465745338523243,0.000558154319432612,0.00239104556865763,0.0305520192003396,0.00292349387154641,-409.564184429412
75,0.050656936449663,0.049034906855643,0.00118242485711655,0.00213191706011558,0.0211481994228105,0.00180283775306754,-408.382524644584
76,0.0762561955618542,0.0472042619580536,0.00124031667306046,0.00269099804615743,0.0218725417159623,0.00215405974652267,-412.152452257735
77,0.0658518967379197,0.0410544233735651,0.00125814057843091,0.00273081104082982,0.02116948585694,0.00130788876017813,-410.519491393654
78,0.0627554453589744,0.04042451332727,0.00102550121639203,0.00233839783676446,0.0239970339479168,0.00272694468800119,-409.666040166708
79,0.0375649742763407,0.0363378043122751,0.00118783325357945,0.00240543124256795,0.0303019651965082,0.00261329550029127,-409.519724419141
80,0.0545777810656056,0.0368984371428544,0.001593555948952,0.00200392174260902,0.029374507699428,0.00251238523415716,-409.534342037689
81,0.0453425882858362,0.0371501722985296,0.00122791384724761,0.00225880858453409,0.0238572106170776,0.00181680011528644,-407.933550031921
82,0.04035842835793,0.0341619794497116,0.00260976139929792,0.0018033851930246,0.023494010270876,0.00202705109186584,-411.523641785367
83,0.0368121767193017,0.0483204178729654,0.0019376260059752,0.00243162316678022,0.0225545160674296,0.00187227528003119,-409.268022502342
84,0.0458465104243961,0.0453120920602621,0.00130986849735354,0.00288937979151755,0.0265047143114944,0.000954602363418807,-409.539850737407
85,0.0418480062105018,0.0556057658503504,0.00167665689788907,0.00342778533825272,0.0256583203182863,0.00264271340099609,-411.05995981654
86,0.0623613819980373,0.0411814198148753,0.000749965656505676,0.00360483497251136,0.0279098682568526,0.00243850087660562,-409.979235216287
87,0.0739258657259021,0.0590156961854912,0.000544017943212233,0.00250160200072161,0.0348920709220629,0.00268842240227037,-413.173095764703
88,0.0435592466534668,0.0333611798404575,0.00142183228738173,0.00257775269005534,0.0343974153057215,0.00174449636864139,-410.541724393891
89,0.0407450102233134,0.0431496149809599,0.000755445124580911,0.00136868907309399,0.0219577273054259,0.00149964720103621,-410.451948157627
90,0.0465905377004879,0.0460238249231187,0.00109072437507778,0.00336879516985895,0.0227349695416894,0.00204640631906433,-408.391256176178
91,0.0343438697907278,0.0400194451914345,0.00103664646761468,0.00198592918816822,0.0313124128147956,0.002611157425956,-409.970677785034
