"","tree","fusion","fission","p"
"1",1,-5.34634971131557,5.64164303043146,-420.239894610105
"2",1,2.78835333269945,12.6148577802179,-402.913608010201
"3",1,6.45089593878843,17.239029547208,-396.431868838705
"4",1,7.76857959841127,8.15812653215233,-394.867103525735
"5",1,7.15704368457449,16.7537524923208,-391.630631192121
"6",1,10.2474580827663,10.0046477757317,-389.231597805071
"7",1,7.40308048989335,14.966022749943,-387.101405942676
"8",1,7.16033486911315,11.2462353094449,-388.906956215742
"9",1,9.65393261324763,14.3220699060382,-386.744215944496
"10",1,7.58921873317237,11.902071192162,-390.842035394471
"11",1,8.36005483159694,13.9954278634249,-388.681807313826
"12",1,8.58049875227385,14.5914628547454,-387.233540395037
"13",1,5.87036253176278,13.6441449866737,-388.10333711742
"14",1,10.0757942634153,13.80010444324,-387.4306178111
"15",1,7.49705242060897,16.2800543197365,-387.307503583986
"16",1,9.91494444028206,15.8718271727752,-393.261576144976
"17",1,9.41265571609682,14.1701835721448,-389.030546867824
"18",1,9.01032539872176,14.8826265513834,-388.537066909504
"19",1,7.47218504121934,15.4543011267369,-388.146163981269
"20",1,5.79070001459934,12.7355825969931,-387.883316505132
"21",1,6.35277768339631,12.7471042039113,-387.734138748662
"22",1,6.95234241267363,12.4710487719649,-387.929224187268
"23",1,11.3329624981735,14.448990883618,-388.503801737558
"24",1,7.04916061379046,14.3856948564037,-387.32274107171
"25",1,8.17314637050449,12.5754683191763,-386.617128807566
"26",1,8.6542243451595,14.7340439101991,-385.927580608042
"27",1,5.56911797757212,14.5543247904449,-387.725405119431
"28",1,6.81820400669415,12.9726992458928,-386.07779804693
"29",1,8.75581174555599,10.0507857703417,-387.210086666079
"30",1,8.43529873176993,13.0242908193447,-386.902439274734
"31",1,6.43903648604344,14.6271292236984,-386.985855012643
"32",1,7.21301035157664,11.8476010678536,-385.319682503642
"33",1,9.25651310996405,15.2458320099761,-387.260480560028
"34",1,7.26441663077235,15.3271346124668,-386.372788807302
"35",1,9.78557367164619,13.4076704663194,-387.606706796942
"36",1,11.2158798974762,11.7280403424925,-389.976672770783
"37",1,6.4506058599336,13.0621405539138,-387.845415644522
"38",1,10.0279071535762,14.5169180537981,-387.529474039927
"39",1,6.9292568450897,16.3910111929903,-389.179787994491
"40",1,8.18955536380382,9.8563182901559,-387.151649103459
"41",1,6.56298850659844,10.5496610344942,-388.257029224112
"42",1,7.2335502843098,14.580879782601,-387.739791511243
"43",1,8.06915469633673,14.8425604204236,-387.284335539032
"44",1,7.93952007749768,12.963921765826,-387.130095465107
"45",1,9.42273623505371,12.4842427285864,-386.534235687246
"46",1,9.24973421502615,12.3729224796253,-388.882848615665
"47",1,8.8646049819841,12.9426544939797,-387.448026203
"48",1,8.48375406041401,13.4286532342939,-388.694731393364
"49",1,8.50090282958017,14.9216777721295,-387.475561514687
"50",1,9.81042883790327,11.161511157986,-388.328540939465
"51",1,8.09638701684792,13.2461259854073,-386.523250271237
"52",1,6.08680851910229,11.3273841519266,-387.236686374937
"53",1,5.12912244546127,15.633699581146,-388.720613511885
"54",1,11.2813852258452,12.9265289143531,-386.777556431354
"55",1,8.45433333793326,11.8278048582066,-385.779343950567
"56",1,5.9367966184047,11.9357520282855,-387.637400924017
"57",1,6.90664926016414,14.4252877248836,-386.851316818386
"58",1,7.62091117691966,12.8885885613599,-387.609561967775
"59",1,5.42468919043486,10.6064555586419,-392.986868395127
"60",1,7.73403041915014,11.7728793003263,-385.308402429877
"61",1,8.25658168787955,11.9951236845089,-385.971396117791
"62",1,8.82186454987321,15.1754818507149,-387.117472795861
"63",1,10.6416305995418,13.9534160964058,-386.967743008145
"64",1,8.34370219177001,14.3977453875506,-387.521388850955
"65",1,9.5009383884787,12.1780044196086,-386.744148263842
"66",1,11.4977472805338,12.1890220950241,-388.235044915729
"67",1,7.86119782510093,14.2992041762274,-387.262382389479
"68",1,8.44949358632244,14.9988595267787,-386.447983775684
"69",1,8.48346905352835,12.8010449704524,-385.740920787997
"70",1,6.7477951776552,11.7471286602583,-387.010856167046
"71",1,6.50612499614017,12.5426041613596,-389.089548198206
"72",1,7.73025637635156,13.2534549338562,-386.30093938205
"73",1,7.23058476999791,13.4331311044553,-385.279613702509
"74",1,6.03873170933688,14.7017715263961,-388.086563613926
"75",1,9.38222466854267,12.9039502944966,-386.029109767053
"76",1,7.36894355189227,11.0890051480088,-386.81993392462
"77",1,7.86966882253235,10.4289191330615,-388.10676669722
"78",1,7.30568384088407,13.5892594685524,-385.429332243236
"79",1,7.31975610562337,11.6076249865753,-385.534616252384
"80",1,6.53542946324797,13.7645163450532,-387.823782995273
"81",1,6.80225344496894,10.3502481760568,-386.422494511892
"82",1,7.61578875485146,16.4447718526318,-387.1856782549
"83",1,8.18052077203651,8.60331893138586,-393.090290264934
"84",1,7.31031841429309,13.3645132882621,-387.698660342776
"85",1,9.0907232351374,13.0061439274005,-386.923588382724
"86",1,7.52816321233091,15.387661981795,-387.068549811258
"87",1,8.26626442631016,11.4986984050404,-385.744268665186
"88",1,7.91505502093554,14.272569064151,-385.085684023559
"89",1,7.09579158658817,12.412144841404,-388.215226134855
"90",1,8.50540549476206,11.6677002217581,-386.942445914081
"91",1,6.83531578590179,10.0172170806953,-387.166305390357
"92",1,10.4760614582064,12.6701368640669,-387.014248008265
"93",1,8.0319407001619,11.4632736110654,-386.043800546843
"94",1,7.29521967380624,15.0654957032517,-388.211488567337
"95",1,9.82239851321249,16.1793642888559,-390.199493598861
"96",1,10.8162283767717,12.8347905308429,-387.903195584579
"97",1,6.5123520964908,15.6565905969829,-387.721373544094
"98",1,9.16038685667391,14.4821000256161,-386.778089800322
"99",1,7.00449667522481,12.5248101759604,-388.74352809013
"100",1,10.5413954257375,11.0596687393598,-388.684751960699
"101",1,9.95906826215232,15.4040464657707,-386.448317199777
"102",1,9.25608126502012,14.6916410249029,-387.314569507127
"103",1,9.77405509145813,10.4748603329089,-386.802411525483
"104",1,8.36071300104226,11.1672810689341,-387.472775632713
"105",1,6.72205466696367,15.8291681594669,-389.529088918564
"106",1,7.23978085098098,10.3411747235568,-387.852873947835
"107",1,9.14302147188524,15.6174815440938,-386.632904231414
"108",1,8.31436866406314,10.1560203312556,-388.983978304536
"109",1,8.44034189520418,11.7133047577019,-386.764552930468
"110",1,8.31651958233165,11.8150268289231,-386.375322646394
"111",1,7.8564651497117,12.4859699683763,-387.75921013051
"112",1,8.17710724663494,13.3487326088148,-386.275943140884
"113",1,7.47173983761554,12.3508214355547,-390.285587826953
"114",1,8.11824164769361,11.9056199281401,-388.332511110061
"115",1,9.21503170134243,13.5074278867151,-384.868739814953
"116",1,8.84917415020216,14.5911916927777,-386.103487512871
"117",1,8.93840265179903,10.5320022512677,-387.973180646448
"118",1,6.8425246718252,11.1978158346201,-386.439645487851
"119",1,11.5993384744118,14.3028712651181,-387.450926707111
"120",1,4.80219368897451,13.1446702002453,-387.423442224929
"121",1,6.54173246104447,12.6737439978449,-386.634825393804
"122",1,8.71470450581777,10.4357270247168,-388.647291846311
"123",1,8.75002571447251,11.4199552373259,-386.011589785196
"124",1,8.61443542619148,11.6720559690267,-385.945632716503
"125",1,7.721244500292,13.1203278197871,-385.755219566901
"126",1,6.92069184983465,11.4012968504205,-386.157345390363
"127",1,8.63819678938081,11.5207451610643,-387.035278796873
"128",1,8.37185667947803,11.3855530154287,-386.898907754001
"129",1,8.4673170651802,12.9711030961779,-388.539843943402
"130",1,5.30497068514344,12.561296466118,-387.999904331507
"131",1,9.4832404928461,11.151976981163,-386.19501935888
"132",1,7.18147381678584,15.9121468373486,-387.914281024439
"133",1,8.54051527696111,11.9973464513047,-387.343425488334
"134",1,7.69836413788444,14.1794199821949,-387.600459414851
"135",1,8.08481270151068,13.7587830402864,-387.515520498008
"136",1,6.81621242940943,13.5507007585369,-387.781530459038
"137",1,9.01265662889966,11.6832513068869,-386.817531814639
"138",1,7.19014806684832,11.8191745296913,-387.268830990251
"139",1,5.76570375892084,9.80306909875294,-390.130999605346
"140",1,5.85838042817039,16.6393898191593,-388.86228274687
"141",1,9.20904902994675,10.8340882995473,-389.439574582591
"142",1,9.31474964501618,8.56968896662617,-390.006705353889
"143",1,8.09135502192172,11.836160105114,-385.812602225751
"144",1,7.32325700442168,15.2466166373282,-386.10140372828
"145",1,10.4842000341738,12.3231678164625,-387.880135388488
"146",1,13.119111414561,9.46423399804701,-389.159489848811
"147",1,10.7323258307029,10.0577543941353,-390.093742078075
"148",1,8.32941709938516,12.5504654363783,-385.14827242476
"149",1,9.729459254965,12.5147660137578,-385.176894058529
"150",1,8.5281625270186,10.9969680683311,-387.396661712039
"151",1,9.02202912038961,14.6724731638932,-386.792977606521
"152",1,7.94465529899685,14.038748430974,-388.102826508258
"153",1,9.92130172902157,11.3423724809996,-389.787969815684
"154",1,7.48455566670012,13.6308807955253,-385.350395829469
"155",1,8.56706222521452,12.6040423429354,-387.264206187521
"156",1,9.77767213140112,12.1247010238744,-387.648437950925
"157",1,9.99889651650715,13.9029936013085,-385.470235933235
"158",1,10.137132709657,14.5320099094952,-385.796066706583
"159",1,8.31017997305834,12.6987262695071,-386.535087363111
"160",1,8.87591086621761,14.3799389577645,-385.930795948261
"161",1,7.8221865568614,11.7934110706774,-385.069084357027
"162",1,7.78621271551626,13.2015992339059,-385.368777846765
"163",1,7.25986771211476,12.0753012264833,-385.11311055742
"164",1,6.34274313795704,16.1248232683507,-388.205710460657
"165",1,7.30796364600533,12.6917826117955,-388.254329243954
"166",1,6.93312069350745,11.460512033028,-387.426746430435
"167",1,10.9512898208033,13.2545832867717,-387.54102023737
"168",1,6.6708372567775,12.9678592284752,-387.75667774378
"169",1,8.01791298595816,12.2699826988606,-386.187236189346
"170",1,10.9864770630367,9.92390010591197,-389.16408279079
"171",1,7.20299225471832,7.94950447898743,-392.19608534832
"172",1,7.28825285422065,13.2883554217014,-386.961378649688
"173",1,7.22018934276102,12.7904652534953,-387.665233166721
"174",1,5.99901864829129,12.7706890622922,-389.631095559324
"175",1,5.07625683209778,14.825249608343,-389.610707491055
"176",1,7.7343591605694,15.0617299484664,-388.767957907007
"177",1,8.02127641894518,14.1817139099716,-387.078471854179
"178",1,6.45408394004667,13.4500701478561,-387.215058982928
"179",1,5.80738810371226,13.243156000787,-387.068968642778
"180",1,7.91676607819083,12.9274575025528,-385.035663018234
"181",1,8.33374255212086,15.1177663699736,-386.435119498819
"182",1,8.52005380612977,10.6321568306551,-387.436922166963
"183",1,8.92803000431001,12.4782789587495,-385.592458755148
"184",1,8.50786755609595,15.1668385467618,-385.592089386721
"185",1,7.4203672905466,14.4170475575539,-385.899917745154
"186",1,10.502326841534,13.7557026524733,-390.901709729053
"187",1,8.5795726750117,16.7632238902579,-389.869647080576
"188",1,9.5265540919198,16.1576062618659,-387.705418222794
"189",1,6.9165502431314,9.75622403455498,-389.055973981715
"190",1,10.1627208347815,14.5382548779849,-390.692380977743
"191",1,6.71345504569508,15.7025988331663,-394.010977661199
"192",1,9.22840201314973,9.99673232206712,-393.101853662223
"193",1,9.06117862281674,11.5532569096764,-394.224425651843
"194",1,10.1826802264168,10.3490333347175,-394.242218669009
"195",1,9.57503278338399,8.53820383749856,-391.060474686514
"196",1,5.21641653497442,12.7094442566176,-386.973780801651
"197",1,10.2074005041244,12.1405892154958,-387.001270765037
"198",1,6.48180187567555,12.0129119228367,-386.483004226034
"199",1,9.57176182287468,11.7196087881033,-387.182847616091
"200",1,7.75431229064271,15.2821800182195,-386.046886822629
"201",1,7.95580132848672,11.6811325658144,-386.852332069579
"202",1,7.5350905556327,11.6790842653744,-390.578160959965
"203",1,7.34660720273758,12.4530855172108,-389.039642724482
"204",1,6.58084582481147,14.3065538869003,-389.4497780847
"205",1,9.79112768561562,13.3469791788124,-387.954641086106
"206",1,8.12343837659548,15.4563689293365,-387.027431820803
"207",1,8.00584054046259,10.8043541572489,-385.793660437835
"208",1,10.6543248098291,15.1032507338177,-389.455162339677
"209",1,8.62220529199882,10.6333758448509,-387.105163302081
"210",1,7.82326409117003,13.4137940554544,-390.724000479482
"211",1,8.93245287330141,12.1412054031399,-385.859318813892
"212",1,7.07296051294511,11.1097411748041,-387.600530239232
"213",1,8.97656522760755,13.5735267381749,-384.956432342132
"214",1,6.12173737030562,14.1732427596863,-388.149784762317
"215",1,10.6765483470497,14.0356889883154,-391.713088765107
"216",1,9.33053198298479,11.7473219799585,-387.38715072876
"217",1,5.94829128836467,15.1380092752726,-387.484725906104
"218",1,10.1347041885816,10.5722924993449,-387.540776802199
"219",1,10.3454523564065,12.3604189686212,-387.352453556818
"220",1,6.60378487546848,13.5174135143618,-388.550765903565
"221",1,8.15177278193424,9.4342175025083,-390.890305102038
"222",1,9.21031870943166,14.3368311734327,-387.790134210069
"223",1,7.97871078183633,14.1653515744341,-387.316656460431
"224",1,8.70755084716569,15.3916378309323,-386.667065191621
"225",1,8.19579849857084,12.8825616166477,-385.194109092448
"226",1,8.58119410330141,13.4406640727472,-385.161747322593
"227",1,8.35081353879059,15.7341584343923,-386.045651323053
"228",1,11.4315048250301,10.2531401855954,-389.054610661086
"229",1,10.8805244287944,16.450167175266,-390.17518873368
"230",1,7.45730755165881,14.747512730881,-387.409964826452
"231",1,9.47531285528194,11.3938896724381,-386.557019347106
"232",1,8.15192187735889,10.9300874887093,-389.832288926995
"233",1,6.87462508508432,15.9154799512967,-388.290336934638
"234",1,6.33138580957418,13.6005763637046,-386.1253257065
"235",1,8.77758321956912,13.6733778310071,-385.148595883909
"236",1,6.5821206080132,14.1344186896887,-387.497917237337
"237",1,6.77000086737617,11.471104658919,-388.905386890243
"238",1,6.49709713993067,9.9491248421874,-389.851537464488
"239",1,9.18789359203276,13.0826180862056,-386.945111629328
"240",1,7.53721988631965,14.7197780355902,-387.822261966006
"241",1,6.77046552864428,9.83438364774675,-388.957753601271
"242",1,9.56148617415535,14.7895624738511,-388.583138554365
"243",1,7.61263787616542,10.7661412879315,-388.190826967667
"244",1,8.13401777510625,12.7176663216852,-387.061539860041
"245",1,8.9648870865738,13.8862602288702,-386.227684381529
"246",1,8.42598602529551,13.1473173725216,-385.950915766595
"247",1,9.82054443341427,14.2052678514246,-388.224372021365
"248",1,6.54151013154079,12.4145983366092,-386.718169435587
"249",1,10.8591688039023,14.0383132641196,-386.375727170435
"250",1,7.89982885111018,12.2309772166163,-385.659610408426
"251",1,7.47390980515787,13.6452955327527,-386.260381251318
"252",1,7.10716648616282,12.7131549772655,-386.087698298126
"253",1,5.65618032206032,13.2012009003335,-393.422079480521
"254",1,5.43440364732265,12.8796153065534,-392.907425528244
"255",1,6.42154136774745,13.1518809238716,-390.172618638761
"256",1,7.04709752265489,12.1901091918021,-386.846007036003
"257",1,10.6169851911721,13.7774535606498,-387.97844755493
"258",1,11.8880678067432,16.5061473795534,-392.420802968392
"259",1,7.6781280497209,12.7217824698032,-389.088711974663
"260",1,7.2373934366007,15.1183993857728,-389.067363932061
"261",1,8.00521232089905,16.5850577096596,-391.183840538854
"262",1,7.44543338639277,12.0031417946512,-386.306612548202
"263",1,6.6885376998314,13.4906452854873,-386.156931937299
"264",1,7.07656807495996,13.5102329983301,-386.647267040153
"265",1,12.5400719923483,12.1528270038205,-390.576453083822
"266",1,9.32483057878988,12.3359954229961,-386.49925843737
"267",1,6.96609125617539,12.6323259176868,-388.927842918925
"268",1,8.06435775416,13.0753318597407,-385.344017901067
"269",1,9.14914603989767,14.2219254666726,-385.823125304379
"270",1,8.97337820560076,13.6199914286875,-387.442833719843
"271",1,9.51696241395716,13.0561973696855,-385.620689910118
"272",1,6.67077492068335,12.5078829311624,-385.664094180855
"273",1,6.59378449520954,14.4318057089178,-385.838878373867
"274",1,8.04178652427582,11.2086079607648,-386.586140914607
"275",1,8.11996851883513,12.655124268779,-386.329812526917
"276",1,9.58894781122711,11.5049206552214,-387.953599307157
"277",1,9.05268902755945,14.2080578728012,-388.018568501405
"278",1,7.35517750846375,11.4320435416859,-387.181189897316
"279",1,9.60206092739132,12.7135706133942,-385.968431134494
"280",1,11.0510529068913,12.3449781733324,-387.525408203926
"281",1,5.78643116401028,14.394232880951,-388.620385785812
"282",1,5.64930928088004,11.6778927772478,-388.651987801317
"283",1,9.87471707324218,14.4282528211562,-389.209322242818
"284",1,8.00130832479064,10.8494378906894,-386.837902827052
"285",1,6.66753239353092,10.7984199392492,-388.64402685959
"286",1,6.85233510933918,10.7561944575383,-387.38952760534
"287",1,6.42081002898458,15.7194713900245,-388.848000296902
"288",1,8.61404760939162,14.0006783934511,-385.203019328577
"289",1,8.58299690444442,12.7217716229412,-385.749700532053
"290",1,7.84987402667376,13.6173732941289,-388.324891591433
"291",1,10.4593383897365,13.4874614269641,-388.909524462984
"292",1,12.0806215482274,15.7355206443431,-389.532269721622
"293",1,7.42314448868832,16.1298548068601,-388.569442018243
"294",1,8.75606800272014,16.1830420709126,-387.460105580507
"295",1,10.1701546338276,12.2725380879334,-386.302310561566
"296",1,8.77328555746218,13.5731035866664,-386.766345574651
"297",1,9.20012271431276,10.8807275053071,-387.878720946072
"298",1,8.24643991302602,10.3343392743052,-386.407659473814
"299",1,9.36474079812494,15.2820565237187,-386.058576644233
