"ecotype","body_mm","wing_mm","femur_mm","antenna_mm"
"Forest",11.2647528949218,15.474078041144,6.01782735146394,7.57321183797288
"Forest",12.2959645580009,13.7150827832475,6.00009978323413,8.86446793140073
"Forest",10.5848280325085,13.4846115390853,5.152304415982,7.89716867407414
"Forest",12.0555880212174,17.3469301269076,5.79020081622552,8.47695353703034
"Forest",10.8100740951082,13.554809422668,5.3391807555605,8.15910208119912
"Forest",12.5535732951146,14.0592389720063,4.92885308760734,10.0516881227542
"Forest",11.8856553012725,14.8221696995362,5.78787881258404,7.87466913955179
"Forest",13.5100961627169,16.392424905099,5.69082978146457,9.75204866613847
"Forest",12.7498143149294,17.6880457622812,5.70781012399949,9.15833652758864
"Forest",11.7986047673152,16.6398709737613,4.17054950699842,8.06905610717943
"Forest",12.2288553449133,17.1560581906021,5.11557474564572,8.58832391455413
"Forest",10.4822480446007,14.0371636803641,5.09378222172094,7.62512475042379
"Forest",11.0580796241987,14.0622127852064,5.0289734932042,7.76870721670668
"Forest",11.3810539082956,14.3275867870851,4.49865354247666,7.58568866523887
"Forest",10.4616483444968,12.9204442624959,4.64436248915008,7.17903985745345
"Forest",13.788393193341,18.1071299677382,6.21000307919446,9.28239212434343
"Forest",12.1703975978642,16.8326774889904,5.73356132460042,9.20211838511502
"Forest",13.7114307837158,19.7740737115643,6.65336148875264,9.50571658698782
"Forest",12.0472070528049,16.4716197356002,5.5505362560438,9.0359897852967
"Forest",13.0648077134483,16.5515603173715,6.45379937780308,8.98983462329975
"Forest",12.9264173814855,17.0049643595641,5.5631184256001,9.41601895134698
"Forest",13.8696706781822,17.5075756682615,6.07767242043227,9.23749548307413
"Forest",10.7158055155206,14.2725821460408,4.43211709129114,6.85505824642169
"Forest",12.0632873941789,15.8296993304398,5.47719911097026,9.20195478160288
"Forest",10.988863090785,16.7422590475567,5.33823955759787,8.23683565863387
"Grassland",13.0493098638954,19.244902387765,5.95269847356058,10.1493100669329
"Grassland",13.9172934344218,15.1727816865524,6.54388799877051,10.2011069247337
"Grassland",11.9689241911681,16.0568335529877,5.49890138051322,9.94716599289109
"Grassland",13.362890819652,17.9181425197244,6.12886391991111,9.92969056866243
"Grassland",14.2985753976308,17.6450417787816,6.43135635277973,11.3555686810718
"Grassland",12.829667699386,15.6412502133583,5.43350388850696,10.8252201454275
"Grassland",15.0607658079905,20.0913677675887,6.85468872693049,10.9414538418564
"Grassland",13.3041321100724,17.5451386113586,6.13630599799174,9.88165085352674
