"experiment","waiting_days"
1,8.52699033772569
1,3.75008905997234
1,6.87738209010518
1,8.81315140942943
1,8.54428097563696
1,5.37356176826174
1,0.596184080932289
1,6.90273067427284
1,1.93249257048592
1,2.5606390228495
1,6.15285418906665
1,5.36058668026185
1,4.77847123740859
1,6.77656907101578
1,4.216092293872
1,4.77948655819005
1,0.164934599306434
1,2.72997469408438
1,14.7781809783521
1,12.0440915313767
1,1.95343292551115
1,9.68159564728749
1,3.94885606111443
1,4.67431792037046
1,2.13376850290316
2,3.92962907885617
2,4.15408791016835
2,19.4794629783112
2,1.58681021304801
2,2.0734305982478
2,10.0720332558723
2,5.7299536790461
2,1.76648384041844
2,2.64244335686149
2,2.33880506828427
2,1.52215963656313
2,0.676167773452679
2,2.05766599774601
2,22.2120779181335
2,3.90904261634064
2,5.58423595016307
2,4.70495698209095
2,1.12287688069046
2,2.77883590431884
2,4.54178730470544
2,9.48383461641979
2,5.22137369939542
2,8.47548915962589
2,3.77380749189711
2,0.269625387802704
3,0.555526101961732
3,0.0382442213007588
3,1.63888841735313
3,5.35117006839669
3,5.29935075880444
3,0.127494460043653
3,0.564826987683773
3,14.6801320455017
3,5.6852270986647
3,1.97814083647125
3,17.8954741913285
3,3.19709073984995
3,7.72276580291701
3,0.897335689492606
3,3.7857991454885
3,11.3088929416428
3,3.74838997626208
3,5.29954895356155
3,1.15503457666837
3,2.42387365549803
3,5.61643755973733
3,1.52920436346903
3,3.57195369878268
3,4.26271690034723
3,0.886021161793589
4,0.954758909065276
4,0.97662296378985
4,3.00969326402992
4,6.41768895534283
4,0.614328454449166
4,3.39992644963786
4,18.9213661373335
4,4.50255671596379
4,10.1823410387607
4,8.57834001029742
4,13.6373022844301
4,13.0470765130196
4,10.786908481616
4,4.74918492117381
4,0.454655835115423
4,0.287366292523677
4,0.239621878135949
4,4.87610381075597
4,1.1637366071027
4,9.58734024274063
4,0.922694699838758
4,19.1328016192395
4,0.697656127158552
4,3.66551201475834
4,0.264034658923383
5,2.39307361422107
5,2.81808416359127
5,1.19794310070574
5,1.83284114813432
5,1.1585970944725
5,0.633429561275989
5,0.430184657259455
5,1.47236782824621
5,16.3029704234543
5,2.13547929888591
5,20.2711772442538
5,1.0377505807591
5,4.64794533306217
5,11.0708872315692
5,10.64331385244
5,2.57516440935433
5,1.90362714649145
5,1.10661705760003
5,10.4234047172582
5,0.671762237325311
5,0.147724576109378
5,3.47857230845154
5,0.124987827897473
5,6.76074405179775
5,0.724312991369516
6,11.4417057757484
6,4.63782823623574
6,1.28500467399135
6,3.45476341200992
6,1.56698156613857
6,30.092868132699
6,1.32046064827591
6,2.41127057000995
6,10.8867291075395
6,2.35257161548361
6,12.357356538366
6,4.77922221282273
6,2.14504487897443
6,2.85922650946304
6,13.3966774394022
6,6.86753588241941
6,4.12020877913988
6,1.13418285051545
6,7.35576389315438
6,8.9422272420944
6,3.95955658914105
6,0.353195436618004
6,0.662934105907598
6,0.0420472728707868
6,2.66945820301771
7,5.7598199227587
7,7.86830104845476
7,14.5273714929318
7,14.0570142965092
7,4.05563136076039
7,7.77124485890281
7,1.59646486840513
7,4.54057852166682
7,1.63429521232686
7,0.0801407895050943
7,2.08521962165833
7,4.34220101707273
7,7.74085726546955
7,3.96199348361647
7,1.10429357586109
7,0.549870988060461
7,12.5633553363896
7,0.0903428578749299
7,16.3253372526708
7,4.36051845760479
7,6.73382491317994
7,3.08314973255619
7,3.31293768016621
7,5.08002307244992
7,3.5085913769663
8,0.922452568316617
8,5.23080117322423
8,5.02564157803959
8,6.12562276566565
8,16.626852775346
8,0.425981148146093
8,1.48212958592921
8,1.65017925279448
8,8.78534709061396
8,1.98436671402305
8,8.17866453858924
8,13.0185898682734
8,12.0425343227791
8,0.704491742821277
8,4.69212870092547
8,1.62282252482787
8,0.18334567369059
8,0.0420047743137052
8,12.3474314523147
8,3.29358177492395
8,4.15265704498929
