"transect","cover","area","recruits"
1,56.6454520076513,7.21462797746062,15
2,58.0549041554332,6.60326516302302,9
3,23.0353081598878,7.21808331925422,5
4,9.47735395282507,4.16359867714345,3
5,75.7575953565538,6.12687354674563,12
6,40.7627321593463,7.88938630092889,8
7,60.6225856766105,7.29052681894973,7
8,21.2917697057128,2.39478409243748,1
9,62.1255210787058,3.56967220501974,4
10,10.1546316035092,6.36586241843179,4
11,13.1326195970178,3.39478175714612,2
12,45.2545074559748,7.41092587448657,8
13,0.49083411693573,3.28712496301159,1
14,10.5985334329307,2.41372398193926,1
15,49.8918250389397,5.69126046355814,10
16,37.9071825370193,3.53449290059507,7
17,49.3979378789663,6.36773834982887,7
18,73.4548468887806,5.83858702564612,14
19,67.5814300775528,3.2937891613692,6
20,63.9866087958217,3.21855156542733,4
21,44.6966289170086,2.39818697609007,1
22,30.8135551400483,3.28063011541963,1
23,52.7384575083852,6.89246160397306,7
24,65.9152473136783,6.13414524868131,10
25,55.3232001140714,6.48798132454976,14
26,21.3305090367794,5.97157735517249,3
27,67.3431626521051,3.98431898560375,10
28,46.2000145204365,3.1426756484434,3
29,7.74965660646558,2.6465206136927,2
30,4.48247365653515,3.16200133040547,6
31,60.0875595025718,2.52415819792077,2
32,10.6535738147795,2.51647279737517,3
33,19.9441209062934,2.22883575502783,2
34,16.6214391961694,5.79667113535106,2
35,77.0720905810595,7.26164899580181,17
36,28.7066208384931,5.79006630182266,7
37,31.7878722213209,5.76811995357275,9
38,47.2183395549655,4.90359891019762,8
39,17.5257012806833,5.90139421727508,4
40,30.5873417295516,2.76315986318514,3
41,69.4956665486097,3.74403523979709,9
42,2.23475687205791,3.18533536838368,0
43,41.7799017205834,2.9782027634792,4
44,19.9783059582114,2.97040145797655,3
45,58.4872372448444,3.48915886459872,4
46,38.1861155666411,6.65749374916777,4
47,12.7934196777642,2.24595409492031,1
48,52.8686373867095,4.86043449770659,6
49,46.6355104185641,7.99282959615812,12
50,77.1053246594965,2.15630258573219,6
51,71.5166788548231,5.56683603534475,11
52,56.2228395044804,4.27549095312133,2
53,70.4113847203553,7.5586982993409,15
54,68.3057763241231,4.33979976130649,5
55,68.9460831135511,7.81458701146767,12
56,73.2074407674372,5.44129774859175,15
57,7.83832972869277,5.45501654082909,6
58,17.1981669776142,7.43767754128203,3
59,22.945807389915,5.84102211240679,6
60,63.6309980414808,7.75797168258578,13
61,32.0115173794329,3.94193704752252,3
62,30.9561969526112,3.08758144779131,4
63,59.522582963109,7.52777668181807,9
64,71.3694379106164,3.50159662822261,14
65,40.4024846293032,2.66789157362655,3
66,68.9712422899902,7.11575871892273,11
67,68.8303042016923,4.67000794224441,11
68,50.170595664531,2.81909030117095,5
69,24.5699266903102,7.35468490095809,9
70,24.8594616726041,4.03074384387583,1
71,73.2152228243649,2.87305377749726,3
72,9.62243024259806,2.91026171203703,2
73,68.8271115347743,3.80830121366307,9
74,63.2199380174279,3.16688540391624,9
75,58.9250558614731,2.08563507720828,3
76,25.291951764375,6.82200994901359,6
77,11.8352179229259,3.73592461552471,4
78,71.3503375276923,5.84515321301296,9
79,4.93450023233891,5.31901900656521,2
80,56.6606693901122,3.66276931622997,6
81,79.4080671481788,7.88150676572695,17
82,25.3446569852531,6.77579977642745,6
83,7.27030102163553,2.48798833135515,0
84,75.7349813729525,5.52581405267119,13
85,12.7000761218369,3.93251939117908,2
86,78.7991815432906,7.6963063031435,14
87,36.3885996490717,5.87085286295041,5
88,16.5598655678332,2.25274597620592,5
89,0.659514516592026,2.59065360017121,1
90,20.9147292934358,5.71397394454107,8
91,7.60870300233364,5.18485065223649,3
92,15.1058558933437,6.45069354120642,7
93,41.9040994904935,4.65564718423411,6
94,12.2208669967949,4.21244633989409,2
95,13.5983416438103,5.45883186720312,1
96,66.8157080747187,5.94034286495298,11
97,18.4434412233531,5.41266616759822,2
98,57.6827446371317,2.27637602388859,3
99,24.5826543308794,2.83805094845593,3
100,35.1633107848465,7.41713462676853,11
101,4.61953699588776,2.18851558631286,2
102,52.7435578033328,5.92971432814375,15
103,41.35702714324,3.91076549002901,2
104,69.6710485965014,2.59636391140521,10
105,17.8070740960538,2.20514755370095,3
106,44.5464283786714,2.7498841076158,1
107,76.0836755484343,5.8745798538439,9
108,39.3541281111538,5.03852035058662,2
109,34.0883529931307,7.77999240346253,15
110,53.1402525864542,7.63655345328152,24
111,29.0171245858073,7.01688165403903,8
112,4.59540583193302,6.52453386131674,2
113,65.1873035728931,3.39825089974329,8
114,4.18106080964208,5.29405532265082,3
115,32.977452930063,7.87451803404838,4
116,23.4515862725675,3.28687304072082,5
117,65.4154623672366,4.60893644299358,7
118,14.1058542393148,7.83381281327456,5
119,76.0382677614689,6.15307681635022,18
120,30.2298848889768,6.66721123456955,4
