"i","asc1","desc1","asc2","desc2","tran12","tran21","p"
1,117.967731932093,82.5979351957383,21.477796339483,0.251418705974891,1.77522054524405,4.32198017955578,-1461.98736527877
2,86.8552422082131,74.385949970132,16.5135439783449,5.49477378265353,3.03953038388784,4.10098938902581,-1433.80410392692
3,87.1451003090375,74.4205662351805,11.3706371411569,0.960332598002857,3.40531767500297,4.17610628118089,-1415.61469686116
4,86.7661239130248,69.9429772238644,3.57122503457109,0.762190930533358,3.51365911892531,3.93841975951786,-1394.39923239588
5,71.8943924081914,70.177803713969,2.89248359275013,0.871181342626985,3.63575685684643,3.91306557968453,-1375.847776086
6,68.4731402724535,68.5727981948252,2.76967646086028,1.39807276540938,2.72678429352248,3.85555465201999,-1374.35838764363
7,69.2795065499811,71.6723090406648,2.88847010658125,1.58949628877949,3.29892690067114,3.43536853414718,-1377.46621893081
8,69.9912025053448,66.796286353862,2.84431773147364,1.08897239706745,2.4122611921344,3.63017476875443,-1375.21282398552
9,65.7463185379598,60.8218244091221,2.81713928330139,1.48622544575227,2.74188270821354,3.63774145430348,-1372.85309242343
10,64.4928123137816,65.5570059693709,2.80951896276904,1.18718124073812,2.9821710326184,3.7000836453923,-1372.7209794209
11,64.1885643513513,65.5944361280808,2.70233008056185,1.00506831447493,2.83086970263638,3.69874770814209,-1373.00388852418
12,63.1578927787648,61.7093816047302,2.37140331929369,2.83645399418244,3.34517673485561,3.79400395578958,-1375.86248017649
13,61.076407555906,60.9634865638536,4.30786644997534,1.59343999457507,2.92493048942461,3.50473917611804,-1374.59654291635
14,61.1825064930072,58.5576662203179,2.49127893465854,1.79585603559712,2.85577092694773,3.87027418644919,-1371.25160337659
15,55.3907453024108,50.822126875882,3.03493451152057,1.811798342636,3.00920702749739,3.72706766584594,-1369.52378580234
16,50.1709488611721,47.9288818521664,2.63926535674062,1.10471923780157,2.92335460475816,3.659355268884,-1367.26223446506
17,47.84156638425,45.9116584906125,3.40711879306295,1.83814101961323,3.17511640704041,3.4900178542363,-1368.69051793929
18,46.5784465061935,47.2586340230936,2.78845137133141,1.72978480167657,3.31112404687688,4.41822950843542,-1368.01357914953
19,46.9426630334858,43.5546137180404,2.47197260869897,0.802541594567239,4.31284165175806,4.2616660015159,-1368.75655822456
20,45.0399569935388,43.9021617697223,2.48075152453658,1.35241329175457,2.62587733373494,3.20170405127891,-1368.16459918532
21,44.4428147372949,44.0276729668055,2.5419614937651,0.579134370877524,2.71671768022002,3.5278302284759,-1369.30525823448
22,46.4095060004615,46.6235873007417,2.36108334756437,0.895061276616032,3.3606319218267,3.80838064850169,-1367.52676999649
23,46.2384740191228,48.5847808203449,2.02569104878639,1.6137047475363,3.08135612896419,3.78548725266484,-1369.25565538945
24,49.2775154239905,47.0624788335632,3.69670195366615,1.41549785630002,2.67830672014535,3.54023644648659,-1368.43732531196
25,50.3393247695424,53.4538639375944,2.62246745550232,1.65165525307733,3.07321285381803,3.60084948794639,-1369.62022900539
26,50.9038730323926,46.6919277930974,2.59158365160486,2.32178274695089,3.05724070476017,3.84456729398567,-1370.04130194535
27,46.2158962196229,43.7959145831084,2.72332270584476,0.422952127434703,4.00727357003541,5.42262366104327,-1371.05383102654
28,43.8961551419847,41.7243849428219,2.33881721122961,1.24934936910217,5.14154639133641,4.58940326953751,-1371.00308585322
29,43.6840496312026,45.0535609494189,2.83893705548296,1.00657186955758,4.83754470431793,5.01026637867647,-1369.71687398967
30,42.7525024415061,47.7654005042264,1.82255967971098,1.06903579002454,3.95837553936482,4.1384575369279,-1372.02223657169
31,48.515103253541,47.8406935197902,2.83272766270493,1.63102649329596,2.29602002482439,4.0050904912815,-1369.15894878969
32,50.094925146873,51.4205843432802,3.35448145725622,1.60392256300809,2.56960407842577,3.32188290401407,-1369.13740360398
33,53.8968913913854,54.5659705616209,3.14892948423861,1.2616931547721,3.0138788322313,4.14875376479456,-1368.85353972168
34,53.4581607649383,49.0166995017266,1.95615798511148,1.27217139531146,2.76811664232573,3.52994993047536,-1370.54011166358
35,44.3959916827888,38.5785485494637,1.88800017312577,1.3144500288866,3.25778791948393,3.57554281689534,-1371.88668429341
36,38.4475180257946,40.9655242839983,3.061108149802,1.30377563086324,3.28782524949491,3.43315669635758,-1370.20996098769
37,46.6655704355123,46.0836907699231,3.09342236491603,1.37137700128135,3.22627439117105,3.95105637235794,-1366.92964005424
38,48.0419062253417,44.2371449745383,2.47745158383004,0.860359522817704,3.76765783271909,3.94005825649188,-1368.29103835229
39,43.1752178930775,39.494590223453,2.49454882179577,1.14402934333265,3.09076121256617,3.78726617947042,-1367.90761146995
40,44.6143451980892,45.3787073353672,2.91992695708872,1.1957687518543,2.81225319405645,3.81670252638499,-1367.13480317376
41,44.0182841093337,44.9635424856451,3.17500871613596,1.19571213758437,2.90298546570027,4.41171196037147,-1368.44652367151
42,47.4426329741375,44.5532047020223,2.56885500471174,1.28019526357081,4.33817918979649,4.19599528941217,-1368.89340709922
43,45.6580131289997,41.2127607828665,2.57724418452303,1.09316420582534,3.06938029412678,3.73758522301823,-1368.00455448532
44,42.0664229180251,45.4929083916362,3.06992082510158,1.87787373766617,3.24791742947404,3.76179189741381,-1369.54229027066
45,49.6755770469776,44.0315385552427,3.39988317356386,2.31668787375258,3.30045033910325,4.18783779471396,-1371.13764876269
46,49.6039477020384,49.9355962032775,2.45478215208392,0.424057863463127,4.09681081455472,5.12069710275499,-1369.99393898283
47,47.4194265808823,47.5351013188316,2.75880744997605,1.2034593914391,3.65480482827368,4.01612172895521,-1367.25166875978
48,47.4345509841058,47.4319953923022,3.55236882240943,1.39555162554721,2.66037915671169,3.12373052562354,-1369.20889546559
49,46.7326421729161,47.9878703653207,2.45579553262361,0.804858986427895,2.86865393672152,4.55190597618373,-1369.48475804155
50,49.8964269182381,49.2595297492237,2.62731245165907,1.42491878799286,3.5696320686526,3.84328899344148,-1367.75988938497
51,49.4024614274099,48.887327763497,2.69783559229834,1.45446943060033,3.86752899654429,4.58174741314666,-1367.94062695169
52,47.496224187158,43.5088360865135,2.42632204968985,0.789215298322412,4.62749092446508,4.54210721885185,-1369.39033183489
53,43.7037189413641,43.2251248110795,3.04160535985175,1.56829768229781,3.10764029744983,4.10485137465824,-1367.14594344211
54,45.6226948237733,45.2730175422971,2.74953376516223,1.31051486981872,3.45734097726047,4.06092910403228,-1366.79064450996
55,44.5576037701476,45.2453782625451,3.07936907487406,2.40616180732612,2.69112226108837,3.73069827948499,-1368.87894752438
56,44.2318466869808,41.6903236432647,3.17433447586835,1.98097657606587,2.5336914109654,3.2965482551928,-1368.2551535576
57,40.2478984041776,42.0455394533959,3.30027214775028,1.32456465398154,2.60198726026778,4.251178577256,-1369.88224798498
58,44.359039086962,42.5589530427272,3.42195015091133,1.18457201239564,3.32151454257764,4.43520316460688,-1368.03779618582
59,44.6684554815289,43.5484143929362,1.84642550102772,0.866546373653547,3.19680695840669,3.8724451793824,-1368.89827646337
60,40.7973984521802,40.029338392958,2.97202911867913,1.56205903767587,3.37603586810786,4.58700438525009,-1368.41964373765
61,40.4528646704901,39.954085594219,2.95677673056362,1.596179463058,3.55372990774113,4.63895080489292,-1368.6118832036
62,42.307108858227,42.295928892101,2.16179633219888,1.0792253426368,5.00250857419129,5.7986616270548,-1371.09031446379
63,44.6895379273594,45.4211314185335,1.72905989855549,0.458837267732788,4.62028847433606,4.7118514809806,-1370.73738062514
64,48.7407345693681,48.0124216441693,2.77996344165873,1.54612650483234,3.83776147186256,3.56157160985436,-1369.79039928236
65,48.7056325347829,43.7504860500578,3.36132777008794,1.13280859234529,3.3714213152594,3.65160374475328,-1369.28965006534
66,43.0181503247597,41.6870124040374,3.09926788049772,0.784705144686382,3.43783501339421,3.63384672822125,-1368.69024977434
67,43.4591159131244,41.5308811215831,3.09644961823988,1.10404386452538,2.98787117051689,3.50316003806962,-1367.64912016463
68,42.6861624887491,35.7433167794772,3.43394244041715,1.70262860159971,2.56380036324598,3.29811168482794,-1371.9164084986
69,33.7212083810941,33.5392864942253,3.0275444912779,1.56781700430212,2.76477372839321,4.20558766145993,-1371.97544458925
70,37.0448529896466,42.2912260000611,3.20984511726174,1.34985059118416,3.18006111135533,3.73911609454145,-1371.82474258733
71,43.8319903972435,46.9779431260888,2.25892501163353,1.62324474967684,3.68505964071752,4.07662523373099,-1369.36529720731
72,49.2181393894034,50.5956511222965,2.62346084601168,1.55475886044735,3.49476710156771,4.82312204341971,-1369.3332451238
73,52.9269475561722,52.1190052553508,3.26567729406571,1.92636934398277,3.74549826008569,3.99633281524047,-1370.07774646602
74,50.0820902926972,43.7685339925972,2.04833187526938,1.53028760447508,3.99613363751807,5.11749224935811,-1372.42297978893
75,41.5433020790869,39.1806400631562,2.84232502353592,1.01745340482357,4.58800569676025,3.63134582357277,-1373.64599046784
76,45.2437180696241,49.8165326751809,2.27686731318685,0.768316240005732,3.32265402430251,3.23292879566938,-1373.56949978412
77,51.3265242243161,50.1595251323221,2.2126145470151,0.922444222504867,3.44248715540113,3.5212708023419,-1369.30400347445
78,49.0894878210274,50.8149030749319,3.5695929317731,1.41807703441475,2.49756602552942,3.65927357710671,-1369.3828587791
79,49.2296266318737,44.2757604691019,3.46748088190293,1.1796178665753,2.52417578508134,3.45329392910324,-1369.33636786403
80,46.7767641421385,43.5093422927827,3.33494099898822,1.33861701477645,2.48700711654015,3.49804061036451,-1368.06537177434
81,44.2170727995491,44.9118269216611,3.03165601540224,1.16887157784574,2.84333804546193,3.60638002246547,-1367.33571499659
82,45.9630009517741,43.9589724333205,3.27552820055999,1.85912753914365,2.77709448023254,3.52974403336354,-1367.70110691585
83,41.7047655872249,43.9440420126001,3.99138665297725,1.61372892714819,2.83760779291619,4.03347027012251,-1370.35938165609
84,44.0555529181551,40.6343431816745,3.72074442267636,1.99174632944238,2.90594837899914,3.81732833111938,-1369.08631216605
85,46.2809737571831,40.5331448765246,2.53073390403644,2.05806639814311,3.5067099138205,3.80578829714282,-1370.92547174193
86,46.8132186613487,44.0025739130017,3.08286567524064,0.630469249179855,3.60931238476115,3.99423992564633,-1368.5820005341
87,46.4536611292122,43.6124622181945,2.62671303670477,1.80668225623232,3.3958868396435,4.07738726044354,-1367.86528758256
88,42.7926774486084,44.3047622199279,2.18677837698678,1.09833684548444,4.06956625556687,4.46021794351121,-1368.3014708417
89,46.8244287020424,45.1094814940694,2.90209121577845,1.13711883619826,4.47425064013588,4.55972732533466,-1368.55585459799
90,46.1644171933881,45.6306849672348,2.08140404963755,0.930828633632494,4.77882218246725,4.5228550134411,-1369.36195551296
91,47.8279093934294,50.6993260028016,1.67553579111123,0.848818380420873,3.56518274916894,5.02185528868797,-1372.12481722174
