"ecotype","body_mm","wing_mm","femur_mm","antenna_mm"
"Forest",11.346714570257,13.0609812134225,5.64075711991521,7.47562180433382
"Forest",9.94927714151816,14.9876651201588,4.18085927291101,7.39597433384898
"Forest",13.1550697258882,19.2382336105822,5.57496613338817,9.55850712775277
"Forest",12.1554924312438,15.557648569213,5.68831666441997,8.9100266629901
"Forest",11.7423266463407,16.3495097846689,5.10032314912281,7.30273942721568
"Forest",13.6936033630128,16.145234521504,6.43044733312799,10.1527618465557
"Forest",12.0714425460547,15.1703846706938,4.99159489516581,8.01225810216562
"Forest",11.9274166903155,15.2382931971116,4.96834116265227,9.27344956094805
"Forest",10.6659437381129,14.4266099072606,4.82004842264159,7.04849252326373
"Forest",13.97502091595,16.6652434297882,5.90465852454833,9.75943938074002
"Forest",11.5058152995763,16.2400755571216,4.75177182720211,7.75162576275498
"Forest",12.1834124281567,14.2449943258713,5.49603793727226,8.22587835696451
"Forest",10.7743209492858,15.5731508318809,4.52242340579884,6.94924049227314
"Forest",10.6657103316657,14.0624302769423,4.51820781630307,8.09012537156936
"Forest",11.8362267321668,16.4610211724369,5.36287265030937,7.9561577822734
"Forest",13.9206613655255,15.7158329782883,5.95838360930075,10.895250135135
"Forest",12.4456827547142,18.7732384885313,5.92502010023258,8.56211790014781
"Forest",11.631050706602,13.332585671369,4.84429539819277,7.27712960195314
"Forest",12.2940819149757,15.2882711948486,5.1421309142731,8.58463724148899
"Forest",10.9738458143249,14.5403438785839,4.89237388166,7.11143253931917
"Forest",11.7147430662947,16.2244598805459,5.36558653643953,9.01331817889507
"Forest",13.9743726646593,18.9322545615864,6.88273496609206,10.7637706339149
"Forest",12.4964175871432,16.698856716035,5.85168857531884,8.80247148052763
"Forest",12.0326427827657,15.7797337429485,5.37895001475466,7.98333799035765
"Forest",10.8360140369544,14.0667023595915,5.02306440179363,7.08737409847826
"Grassland",12.8121629213378,17.955440799089,5.42770856756522,9.55859870570747
"Grassland",14.0500138251527,16.2938322209682,6.06621752403184,11.2665208448379
"Grassland",14.0585363813964,17.3827521438805,5.93875387561104,11.4117151746262
"Grassland",13.5835648325798,18.2335966123051,5.23865181366731,10.8874686931938
"Grassland",13.3718151865145,18.0024474252528,6.64938254303412,10.9621300367478
"Grassland",12.0394562809886,15.076632915667,5.50906457583502,8.58262635625863
"Grassland",15.3181010712204,17.2855239981969,6.26393798071386,11.3652529962959
"Grassland",14.9217201040579,18.718202073738,6.72598920256271,10.5820340315825
"Grassland",15.879205323565,19.5468692240171,7.14745923847255,11.941227144121
"Grassland",14.2410983365734,19.6361164562259,6.32914154395283,10.4683076868367
"Grassland",13.4838589774607,16.7268053350936,6.02392786900387,10.3477712876421
"Grassland",13.5558842327327,18.1595003935,6.52280376067524,10.5891567835
"Grassland",12.8091981998884,15.1945466267523,6.2422638894116,10.3797266578453
"Grassland",14.4026013370448,18.8463227595894,7.21810525559921,11.2372791623718
"Grassland",14.4938086388956,19.6466649084933,6.36226673467614,11.0039837658949
"Grassland",13.5930340795738,18.4266531895817,6.34287482768524,10.9751613733006
"Grassland",14.5577182472435,18.552495907184,6.73524070338211,10.9061134265768
"Grassland",12.8131626502494,17.9162888371231,5.91291929476357,10.3164482618306
"Grassland",13.2391640158664,16.3411636142879,5.73114823417037,10.0728495016337
"Grassland",14.5154488926176,17.6884245482384,6.23121196268946,11.6967560402176
"Grassland",14.1627610789548,18.680483299783,6.21894179959305,12.1910383146311
"Grassland",14.4576507552625,18.43574284339,6.29479911455751,10.830161001682
"Grassland",12.1528173240258,17.3905617112933,5.78180129423816,10.1885483452462
"Grassland",13.9990188196992,17.605537030302,7.08378043743314,11.5774443147783
"Grassland",15.0589153699992,20.3457181019357,7.20497332952279,12.4254591542443
"Dune",13.1084551655352,18.3118563723197,5.72349002119592,8.44839445255624
"Dune",12.1115198540881,15.4380445352052,5.22555299024014,7.34557980162545
"Dune",10.5837946964176,16.8689574209588,4.45761463214971,6.50734476321035
"Dune",11.7861118196077,15.7891858188584,5.67722295326771,7.0687062145792
"Dune",15.0640412053671,19.3057156149597,7.09090557940958,10.0504478353508
"Dune",12.7151289876193,16.5584391101833,6.47447651235053,8.51291105455106
"Dune",11.4554103571434,16.2981761737333,4.48307742178886,7.50411452604362
"Dune",12.8442574793955,16.0329870408169,5.95882829423572,7.52707580437291
"Dune",11.5535153789567,15.280626229611,4.84340429370169,7.33036495342178
"Dune",12.0762904573922,17.0581643274009,4.97719538577705,7.88837658326637
"Dune",14.0915365719971,17.5682034537295,6.6078298477572,8.66111715118456
"Dune",11.6864822814728,16.5074426036451,5.11589408869188,6.36509881913527
"Dune",13.1009073895029,16.914680383044,6.00011273189858,8.36703375346671
"Dune",14.2883858293283,18.6529630360658,6.40236097691682,8.41264911907463
"Dune",13.0512997920644,17.2814949377662,6.1376325696433,7.81650385308556
"Dune",13.0062893457192,18.5841169259248,6.38860495687384,7.98559352944672
"Dune",11.7620034558949,16.3452492177523,5.35705073321356,7.24542365994436
"Dune",14.0922644655033,18.2615213857211,5.7003922671736,9.04343598987178
"Dune",13.4098793891793,17.4038323155646,6.62837757252744,8.09614225824061
"Dune",10.7461116181642,13.3598211571798,4.4110299045929,7.05309288414439
