"environment","length_mm"
"Cool",9.71117587142829
"Cool",10.2447524393685
"Cool",10.7359369601148
"Cool",9.85099491058948
"Cool",8.43873459705919
"Cool",10.3928575070212
"Cool",9.35383935898209
"Cool",9.6927810395763
"Cool",9.60650725261727
"Cool",8.4072245119766
"Cool",9.4511928568648
"Cool",10.1719411713384
"Cool",9.12907817701139
"Cool",9.68987585905887
"Cool",8.56523750096035
"Cool",10.1781459972651
"Cool",9.78743963411428
"Cool",10.0019402889398
"Cool",9.41675794923246
"Cool",10.7134980621138
"Cool",8.4016384659709
"Cool",9.29606703797535
"Cool",9.98471199483766
"Cool",10.5769533552019
"Cool",10.4936833886926
"Cool",11.5653273900521
"Warm",11.0006876114514
"Warm",11.8827902470775
"Warm",10.657904965458
"Warm",10.273869786967
"Warm",11.8551595670881
"Warm",9.87738730832121
"Warm",12.0841189989664
"Warm",10.179229317893
"Warm",10.8550527752306
"Warm",9.78133161920597
"Warm",10.8842039536185
"Warm",11.139894192224
"Warm",12.9581438390357
"Warm",11.1527170671558
"Warm",11.9081998969708
"Warm",10.4699979792591
"Warm",12.6617230336688
"Warm",11.3217803192997
"Warm",10.813610808119
"Warm",10.2661095611557
"Warm",10.2881718918358
"Warm",10.341718663678
"Warm",11.7575471515362
"Warm",9.24936133134224
"Warm",9.34419786989056
"Warm",10.2810906934225
"Warm",11.6390133839543
"Warm",8.80781665604205
"Warm",9.88501749530414
"Warm",9.6418328702095
